x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027
901,1.0161012,0.12067628,0,0,0,0.9790453,0,0.19638696,0,0,0,0,0,0,0.95236355,1.0433621,1.3893175,1.3906647,0.63876355,0,0,0,1.1166279,0,0.5842239,0,0,0
902,0,0,0,0,0.003476612,0,0,0.9666943,0,0,0.9629633,0,0.86862737,0,0,0,0.1079046,0,0.24934061,0,0,0.17709032,0.03614656,0,0.11389496,0,3.4784331,0
903,0,0,0.5984281,0.34778205,0,1.5576452,0.31728822,0.9776733,0,4.854075,0.41668326,0.09565814,0,1.0251917,0,1.4419229,0,0.5420365,0,0.3182021,1.8995122,0,0,0.5297856,1.2224292,0,0,0.08140325
904,0.0270998,1.3458235,0,0,0.8885634,0.8279005,0,0.26477203,0.48318014,0,0.15167677,0,0,0.29521698,0.31777874,0,0,0,0,0.15360886,0.53875643,0,0,0,0,1.0101994,0.41908517,0
905,0,0,0,0,0,0,0.3384731,0,0.24365894,0.21843496,0,0.30418044,0.5389882,0.6865363,0.56778336,0,0,0.23757981,0,0,0,4.3488154,0,2.3384523,0,0,0,1.891801
906,0,0,0.36901435,1.0675781,0,0,0,0,2.981023,0,0,0,0.26658058,0,0.20916289,0.86389244,0.000491557,1.7340611,0,2.0593586,0,3.8859003,0,0.9823477,0,0,0,0
907,0.04364292,0,0,0.1307901,0.49117738,0,0,0.5922981,0,0,0.097525686,1.4627917,0.07624442,0.3864905,0,0,0,0,0.8422002,0,0.65873647,0,0.11568298,3.7016978,0,0,0,0
908,0,0.03200994,0,0,0,0,0,0,0,0,0,0,1.004218,0.60494524,0.016708856,0,0.015382999,0,1.5438081,0.686659,0,0,1.128626,0,0.52907366,0,5.105036,0.6907844
909,0,0,0,0,0.6987114,0,0.31443536,0,0,0,8.344142,0,0,0,0,0.89123905,1.3636093,0,0,0.60381466,0,0,1.1827114,0,0,0,0,0
910,1.3095917,0,0,0.535985,0,0,0,0,0,0,0.21437715,0,0,0,0,0,0,0,0,0.010856768,1.3316156,9.497739,0,3.083879,0.004457542,0,0,0.13627078
911,0.12783486,0,0,0.058594827,0.91773295,0,0.23456968,0.36253628,0,0,0,0.00317128,0.8188881,0.8925892,0,0,0,1.5109118,1.6466258,1.5616782,0.8722834,0,0.0862678,0,0,0,0,0
912,0,0,0.75967836,0,0,0,0,0.8274555,0,0,0,0,0.051542357,0,0.71991974,0,0,0.2798857,0.072749846,0,1.1369681,0,0,0,0,2.8021588,0.24914719,0
913,0,0,0,0,0.51050997,0.77277124,0.13911256,0,0,0,0.8938341,0,0.5836207,0,1.1954234,0,0,0,0,0.52741694,1.3275226,0,0,2.8688855,0.33295253,0.5916591,0.22590047,0.6368314
914,0.12625377,0,0,0,0.15217742,1.0753428,1.4387485,0,0,4.1330557,0,0,0,0.31739697,0,0,0,0,1.663875,0,0,0,0,0,1.304303,0,0,0.66757953
915,0.142048,1.3045022,0.8457341,0,0,0,0,0,0,2.6606987,0,0,0,1.6861311,0.25047192,0.3926134,1.1160316,0,0,0,0,3.5675914,1.8597378,0,0,0,3.415418,0.53353
916,0,0,0,0,0.31913593,0.6328543,0.10722589,0,0,0,1.6637416,0,0,0.90325576,1.0174816,0,0.9097299,2.1915226,0,0,0,0,0,0,0.6585046,0,0,0
917,0.7911081,0.43780884,0,0.08908164,0,0,0.5890537,0.70296234,0.46597803,0.9166937,0,0.24716385,0,0.5991942,0,0,0.9970059,0,2.3369908,0.039979808,0,0,0.23909643,0,0,1.0156235,0.33496454,0
918,0.1872125,1.7252808,0,0,0,0,1.235421,0.048910763,0.10909338,0,0,0,0,0.8006404,0,0,0.64007425,0,0,0.091521814,0.17788202,8.511713,1.193225,0,0,0,0,0
919,0,1.0251468,0.38626605,0.4975401,0.63653123,0,0.33210692,0,0.28323582,6.5553355,0,0.089860275,0.31711784,0.34853223,0.4511549,1.4098822,4.519702,0,1.7101152,0.79233426,0,1.938585,1.5811442,0,0,0,0,1.0481789
920,0,0,0,0.9511976,0,0,0,1.3978606,0,1.3270167,6.6199675,1.4377319,0,0.7899455,0,0.22427201,0,0.47024968,0.90256995,0,0,0,0,1.2652323,0,0,0,0
921,2.2182362,0,0.5382547,0,0,2.1679366,0,0,0,0,0,0,0,0.6406731,0.08237022,1.3751981,0.21652631,0,0,0.18526874,0,0,0,0,0,0,1.4385896,0
922,0,0,0,0.04979682,0.65431917,0,0.5791783,0,0,0.51599723,0.68648773,0,0,0,0,0,0,0,0,0.6417654,1.6096534,3.8604038,0.25866166,0.16762537,0.018204745,0.421266,0.2662276,0.03259278
923,0,0,0,0,0,0,0,0.36146715,0,0.5281907,0,0.1463021,0,0,1.3823808,0,0.7209565,0,0.1890425,0,0,0,2.3912494,0,0.727748,0,0,0
924,0,0,0,0,0.9658792,0,0.52862877,0,0,2.9406712,4.1684766,0,0,0,0,0.33688504,0.014675717,0,0,0.70029503,0,0,0,0.7733388,0.10290479,0,0,0
925,0,1.0366504,1.0045884,0,0,0,0.017247042,1.1336936,0.5219725,0.51092094,0,0,0,0,0.8186092,1.216594,0,0,0,1.0209944,0,0,1.6419867,4.443143,0.4945488,0,2.8848033,0
926,0.67628103,0,0,0,0,1.5794418,0,0.6588639,0,0,0,1.5731229,0.9035927,0,0,0.5484474,0.598177,0.5435936,1.4484015,0.10498601,1.4001402,0,3.2662787,0,0,0,0,0
927,0,0,0,0,0,0,0,1.2068716,0.001820768,0,4.151006,0.001207743,0,0,0,1.2859713,0,2.7339063,0,0,0,0,0.34532875,0,0,0,2.250634,0
928,0.08317365,0,0,0,0.46840012,0,0,0,0,0,0,0,0,0,1.2932138,0,0.66764134,0,0,0,0,0,2.8831003,1.2814032,0,1.5766741,0,0
929,0.48441875,0.29412532,0.66138,0.57637256,0,0.8734039,0,0,0.69279367,0,3.7930233,0,0,0.2837075,0.029783634,1.0226448,0.23965727,0.94893277,0,0,0,0,0.36097324,3.221461,2.3342617,0,1.9158111,0
930,0,0,0,0.7505391,1.7758387,2.182186,0,0,1.8630021,0,0,1.1120028,0.40426505,0,1.4629543,0,0.12357157,0,0.026979826,0,0,0.9872626,1.5774758,4.0914226,0,0,0,0
931,0.02822073,0,0.16283189,1.4771612,0,0,0,0,0,0.619607,0,0,0,0.2615276,1.4445823,0.44361654,0,0,0,0,0,0.011611654,0.40228805,0,0,3.2192378,2.0987093,0
932,0,0,0,0,0.3359417,0.28645262,0,1.3951614,0.5293165,0,0,0.38964793,0,0,0,0,0.014212462,1.2421589,0,0.24248482,0,0,0,0,0,0.97018313,0,0
933,0.41794282,0.92906934,1.806501,0.4349944,0,0,0.40690315,0,0,0,0,0,0,0,0,0,0,0.37743115,0,0.37149218,0,2.9263573,0,0,0,0,0.7226764,2.6037457
934,0,0,0,0,0,0.89481854,0,0,0,0,1.838053,0.03367599,0,0.71011806,0,0.13650706,0,0,1.1502134,1.1157184,2.1426895,6.5483303,0.51748717,0,0.3568157,0,0,0
935,0,0,0,2.2245574,0,0,0,0.9534312,0,3.1965954,0,0,0,0,0,0,0,0,0,1.208811,0,0,0,0,0,0,0,0.40446633
936,0,0,0.04243401,0,0,0,0.37213746,0,0,0,0.47884038,0.25042143,0.23462166,0,0,0,0,0,1.5098746,0,0.47342342,0,0.69888985,5.2475467,0,0,3.3830984,0
937,0,0.9986124,2.0883193,0,0,0.29224393,0.3163551,0.14911687,0,2.3566122,0,0.4772858,0,0.0888588,0,0,1.3140259,0,0,1.0319988,0,0,0.72560066,1.7969176,0,0.119554676,0.8820795,0
938,0,0,0,0,0.50448847,0.9379676,0.31872553,0.40342608,0,0,0,0.29968792,0.13131116,0,0,0,0.6210866,0,0.4563766,1.0047032,0,0,0.02790648,0,0.1575361,0,0,0.17353685
939,0,0,0,0,0,0,0,0.08806127,0.14767072,0,0,0,0,0,0,1.7026175,0,0.40218076,1.339954,0,0,0,2.8562186,0,0,0,0,0
940,0,0,0,0,0,0,0,0,0.33167055,0,0,0.85839576,1.2135115,0,0.17573857,0,0,0,0.53460795,1.5497046,0,0,0,2.0509267,1.9315476,0,0,1.4333482
941,0.10911835,0.76921415,0,0,0,0,1.0064548,0,0,0,4.271704,0,0,0,0.89106566,0.056719504,0,0,0,0,1.4715942,0,1.1258831,0,0,0,0,0.77078223
942,0,0.27988726,0,0.6235898,0,0,0.19303045,0,0,0,1.7337544,0.26006722,0,0,0,0,0,0.026591089,0,0,0.27602518,5.1062236,0.8202262,0,0.34762883,0,2.8951852,0
943,1.901843,1.910416,0.9109892,0,0,0,0,0,0,0,0,0,0,0.38608778,0,0,1.0282927,0.7635505,0,0,0,0,0.84625006,0,1.2881043,0,0,0
944,0,0.95438844,0.2615179,0,1.4622636,0.49363133,0,1.6737564,0.24821955,0,0,0,1.6247529,0,0.8228368,0,1.3306456,0,0.21546279,0,0.14526515,0,0,0,0,0.51205343,0,0.91436076
945,1.5359733,0,0,0,0.9686981,0.14871608,0,0,1.231051,1.4149599,0,0,1.1242371,1.6594014,1.3017902,1.4333752,0,1.5530729,0,0,0.09066321,0,0.6733625,3.2238545,0,0,0,0
946,0.66375864,0.6078227,0.1462055,1.97381,0,0.2309798,0,1.0595496,0,0,0,0,0.14947744,0,0,0.99590164,0.16657723,0,0,0,0,3.059802,0,0,0.32049763,1.2027037,0,0
947,0,0,0,0,1.189314,0.9142032,0,0,0,0,3.4329934,0.1642424,0.4448159,0,0,0,0,0,0,0,0,1.1618466,0.06553336,0,0,1.1510948,0,0
948,0.5463367,1.3192407,0,0.13262968,0,0.006705895,1.2242273,0.9243621,0,0,0,0.21636136,0,0.49530783,0.31301108,0,0,0.98762476,0,0.4104847,1.3721929,0,0,4.250419,0.681979,0.012941877,0,0
949,0,0.96857935,0,0,0,0,0,0,0,1.2587875,1.6631382,1.5427946,0.32059804,0,0,0,0,0,0,0,1.0172452,0,0.577378,0,0.3691296,0,6.504404,1.3052933
950,0,0.18360446,0.5176205,0,0.09538338,0.33789235,0,0,0,2.9012754,0,0,0.42243385,1.1378154,0,0.6734472,1.220405,0,0.82557696,1.0805955,0,0,0.75478274,0,0.20392801,0,0,0
951,0.7855449,1.718114,0,0,0.44218573,0,0,0,2.594258,5.722229,2.3181984,0,0.13419178,0,0.017979618,0.1850227,0.63479054,0,0.24905151,0,0.23052712,0,0,0,0.48709682,0,0,0
952,0,0,0,0.7959154,0,0,0.16420226,0.3737156,0.6729653,0.29646483,0.5868699,0,3.2465386,0,0,0,0,0,0,0,0,0,0.3720595,3.5272667,0,0,0,0
953,0.6741241,0,1.4473134,0,0,0,0,0,0.45916137,0,0,0,0,0,0.68541,0,0,0.10476744,0,0.42243198,0,0,0,0,0,2.37486,2.0453806,0
954,0.1680173,0,0,0.7323131,0,1.1851573,0.25456312,0.48429033,0,0,3.0218825,0.1648245,0,0,0.57219666,0.43504733,0,0,0,0,0,4.4073772,0,0,0.36269242,0.33069262,1.9826994,0.6611176
955,0,1.1027437,0,0,0,0,0.11542202,0.55155337,0,0,0,0,0,0,0,0,0,0,0.33163622,0,0.07926827,0.9105221,1.3237215,0,0,1.4359999,0,0
956,0,0,0,0,0,0,0,0.92211366,0,3.2953892,2.4097855,0,0.7304818,0,0.2686558,0,0.4320317,0.29833597,0,0,1.2938957,6.6668606,0.8391689,0,2.0033014,0.46507245,0,0.17982873
957,0,0.96254396,0,0,0.10171381,1.0672923,0,0,0,0,0,0.4100734,0,1.1029683,0,0,0.5735103,0,0.25861067,0,0,0.09489671,0,0,0,0,0,0
958,1.1033343,1.0478698,0,0,0.6617457,0,0.1897807,1.7124527,0,0,0.6826508,1.178686,0,1.1867398,0,0,0.31375217,0.27931857,0.23267704,0.18188976,0,2.418816,0,0,0,0,0,0
959,0,0,0.40634984,0.062425464,0,0,0.75900257,0,0.4200701,0,0,0,0,0.79426277,1.3815721,0,0.60458076,0,0.8555313,0.24529107,1.3451065,0,0,0,0,0,0,0
960,0,0.44604546,1.0662242,0,0.002746953,0,0,0,0,0,0,0,0,0,0,0.026089583,0,0,0,0,1.5851092,0,0.19613673,0,0.7965038,0,0,0.9640553
961,0,0,0,0,0,0,0.3076559,0,1.3478477,0.21890411,1.3181964,0.5703356,0,0.57848203,1.477813,1.2367224,0,0.34452564,0,1.8027191,1.7206413,0,0,0,1.2560012,0,5.926359,1.3914456
962,1.5037085,0.11355394,0,0,0,1.5379453,0,0,0,0.0814633,0,0,0,0,0,0,0.18226387,0.6030686,0,0,1.2471963,0,0.9335224,1.3073199,0,0.35157767,2.5676765,0
963,0,0.54639876,0.5465648,0,0.34390438,0,0,0,0.43240577,0,0,0,0,0,0,0.079892665,0,0,1.1384931,0.00842411,2.2642193,0,0,1.3721575,1.7628037,0,0,0
964,0,0.48326516,0.32723466,0,0,1.1744963,0,0,0,1.9393332,1.5505443,0,0.93574387,0,0,0,1.2026341,2.4516973,0,0,0,0,0,0,0.3327908,1.3712046,0,0
965,0,0.9984853,0.716464,0,0.22981076,0,0.42073035,0,0.20233136,2.088156,0,0.9040729,0,0,0,0,0,0.19077478,0,0,0.18545361,0.28412998,0,4.1852565,0,0.667237,0.6709312,0
966,0,1.5141526,2.3116927,0,0,0,0.07331273,0,0.40412998,0,0.49405867,0,0.3495574,0,0,0,0,0,1.8958297,0,0.4406841,0,0,0,0,1.0474783,0,1.8639472
967,0,0.2342357,0,0.1014934,0.16564822,0.12672004,1.25106,0,0.09241378,0,0,0,0,0,0.8653148,0,0,0,0,2.5314887,2.102893,0,0,0,0,0,0,1.1536206
968,0,0,0,1.4639157,0.14753586,0,0,1.0996189,0.47830182,0,0,0.8923799,0.115158655,1.454716,0.32727748,0.65614885,0,0,0,0,0,8.190622,0,0,0,0.74459565,0,0.16508776
969,0,1.3266764,0,0.24463218,0,0,0,0,0,0,0.6524981,0.67018354,0,0.13491352,0,1.3798857,0,0,0,0,1.4751171,0,0,0,0,1.325334,0.47994196,0
970,0,0,0,0.6198276,0.2491981,0,0,0,1.1501812,1.5701566,0,1.4804864,0.8688541,0,0.015024469,0,0,0.41652492,0.7844972,1.8903794,0,3.1189053,1.3784493,2.4292564,0,0,0,1.212578
971,0.8612876,0.61764634,0,0,0.093800634,0.7595301,0,0,0,6.4779534,0.83612955,0,0,0,0.04717785,0.5560471,0.60467833,0,0,0,0,2.509239,0,2.1993003,0,0,0,0
972,0,0,0,0,0,0,0.96145797,0,0,0,1.3700863,0,0,0.40643543,0,0,0,1.0597271,0,0,0,0,0.097869225,0.47983465,0,0,0,0
973,1.6686293,0,0,0,0,0.3564135,0,0,0.26875493,0,0,0.49297082,0,0,0,0,0.20112702,1.2002885,0,0,1.6491015,0,0,4.5276237,0,0,5.0860667,0.20139182
974,0,0,0,0.49486753,0,0,0.9303271,0.46696618,0,0,0,0,0,0.89501786,0,0,0.6932975,0,0.5552357,0,0,0,0.5116659,0,0,0.12241593,0,0.64864427
975,1.2194278,0.9485556,1.228967,0,0.46163663,0,0.30914897,0,0.26744562,0,0.2018832,0,0,1.3143328,0.9706228,0,0.52574015,0,0.44133502,0.5051462,2.248434,0,0,4.3333,0,0,0,0
976,0,0,0,0.19457006,0,0.30813566,0,0.98050874,1.5582618,0,0,0.24784712,0,0,0,0,0,0.003382054,0,0,0,0,0,0,0,2.9415293,2.6921337,0.46836123
977,0.23685394,0,0.4686186,0,0,1.2625715,0.07328856,0,0,0,0.11153227,0,0,0,0,0,0,0,0,0,1.2701644,3.2144141,0,4.3685255,0,0,2.6673722,0
978,0,0,0.27733776,0.8896509,0,0,1.658792,0,0.49963537,0,7.0288706,0,1.2852596,0,0,0,0,0,0,2.1856732,0,2.2187562,0.54029626,0,1.2701057,0,6.4635997,0.015971228
979,0,0.26766735,0,0.0801776,0.17880891,0.83589566,0,0.47081527,0.38917953,0,0,0,0.723892,0,0,0.462885,0.3268863,0,0,0,0,2.1420279,0,4.472768,0,0,0,0
980,1.4299754,0,0,0.4993588,1.3716223,0,0,0,0.16341639,0,0,0,0,0,1.5077878,0,0,0,0.3800574,0,1.7350969,7.709051,0.3662953,0,0,1.799377,0,0
981,0.24501319,0,0,0,0,0,0,0.35136512,0.21084815,1.680751,0.44017583,0.90954256,1.3159318,0,0,0.22400987,0,0,0,0,0,0,0.47772968,0,1.6569952,0,0,0.13155325
982,0,0,0,0,0,0,0.7933903,0.45217335,0.110722594,0,1.8963863,0.020626651,0,0,0,0.67285854,0,2.3556669,0,0,0,0,0,0,1.3405623,0,0,0.29527438
983,0,0,0,0,0,1.501024,0,0,0,0,2.268313,0,0,0,0,0,1.3727834,0.14077546,0,0,0,11.321983,0,0.9911401,0.98289835,0,2.052905,0
984,0,0.14830181,0,0,0,0.47104472,0,0,0,0,0,2.4959416,0,0.44198725,0.75373185,0,0,0,0.30362427,0.23031469,0.13834472,4.4163985,0,2.1246722,0,0,0,0.45090288
985,0,0,0.7017872,0,0,0,0.3353124,0.16006052,1.4020897,0,0,0,0.27944434,0.6918238,0,0.5489798,0,0.065919705,1.1719767,1.0648623,0.2706404,3.1343758,0,0,0,0.03723873,0,0.604755
986,0,0,0.20451586,0,0,0.13932393,0,0,0,2.7698333,0,1.1833664,0,0.74498725,0,0,0.2483494,0,0,0,1.5037866,5.2436714,0,0,0.4120749,0,0,0
987,0,0.36372754,0.52068645,1.4709855,0,0,0.009318248,1.2602241,0.30366138,0,0,0.24352495,0,0,0,0,1.6569932,0,0,0,0,0,0,3.272172,0,0,0,0
988,0,0.9626953,0.14653467,0,0,0,0.091167234,0.3799967,0,3.182821,0.015124003,0,0,0,0.12694316,0.56039405,1.7737842,0,0,0,0,0,0,0.08218198,0,0,0,0
989,0,0.19539145,0.6011641,0.2360097,0.05879396,0,0.890983,0.72629464,0,0.80346185,4.1352468,0,0,0,0,0.18081874,0,0,0,0,3.0932646,0,0.061214555,0,0,0.4492534,0,0
990,0,0,0,0,0,1.2774639,0.3144534,0,0,0,0,0,1.772817,0,1.0156473,0,0,0,0,0,0.11512157,0,0,0,0.6114358,0,1.9568812,0.78069574
991,1.6830202,0,0.43835238,0,0,0,0,0,1.0051395,0,0,0.4445287,0,0.78140926,0.66597366,0,0,0.47961506,0,0,0,0,0,0,0,0,1.6644082,0.30027315
992,0.13560896,0,0,0.38552478,0.0775033,0,0,0.19925539,0.55638254,0,0,0.6648231,0,0.6287704,0,0,0,0,0,1.6252543,0.6445245,0,0,2.8263376,0.36098894,0,4.531262,0
993,0.48852843,0.07992547,0.6681308,0,0.7786253,1.4941962,1.124036,2.581506,0,0,0,0,0,1.4162867,0,0.68426806,0.37191474,1.0868312,0,0,0.6301265,0,1.7457631,0,0,2.219867,0,0.08788972
994,0,0.01644817,0,0,0.111344494,0,1.1037862,0,0,1.9616323,0,0,0.62012494,0,1.4514519,0,0.24061826,0,1.5556765,0,0.31083408,0,0.34154683,0,0.800667,0.8973846,0,0
995,0.46366966,0.63327193,0.6709887,0.07148465,0,0,0,1.2213782,0,0,0,0,0,0,0,0.98267955,0,0,1.4381766,0.9236321,0.13407192,4.1804585,0,0,0,0,1.3412821,0.034546103
996,0,0,0,0,2.593011,0,0,0,0,3.4031847,6.3346643,0,0,0,0,1.5325574,0,0,0,0,0.027931655,0.96682507,1.2523159,0,1.1036309,0.19394991,0,0.14650874
997,0,0,0,0,0,0,0,0.48485035,0,0,0,0,0,0,0,0.38920963,0.6659846,1.063914,0,0.6563775,0,0,0,0,0,0,1.3315403,0
998,0.5638337,0.7468405,0.59709346,1.0135489,0,0.11100481,0.65021706,0.9087975,0,0.70476955,0,0,0,0,0,0,0,0.4000878,0,0,0,0,0,0,0,0.36042118,0,0
999,0,0.204667,0,0,1.5774232,0.27723768,0.098399386,0,0,0.7220705,5.8908486,0,0,0,0,0.84372556,0,0,0,0.32684284,0,0,0.75393003,0.48238778,0.084717564,0,0.66941714,0
1000,0,0.6075838,0.3759087,1.5047346,0.19126996,0,0,0,0.05582988,0,0,0.728717,0,0,0,1.0798948,1.301326,0,0,0,0,1.4128007,0,0,0,0,0,0
1001,0.6767244,0,0,0.08405744,2.1005363,0,0,0,0,0,1.393926,0.18604787,0.2840056,0,1.1898993,0,0,0.20381042,0,0,0,2.5091786,0,0,0,0,0,1.3800111
1002,0,1.5866554,0,0,0.07241818,0,0,0,0,0,1.7835522,0,0.39476997,0,0,0,0,0.15531872,0,0,0,0,0.15889412,0,0,0,0,0
1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58413637,4.658951,0
1004,0.22627124,0.33427203,0,1.3744634,0,1.8682942,0.4463047,0,0,0,0,0.019592421,0,0.44515845,0,0,0,0,0.11871655,0.45203432,0,6.6091,0.016910123,0,1.0057228,0.8687352,1.2591428,0.12180745
1005,0.2734673,0,0.5257475,0,0.27100572,0.036383655,0,0,1.7548805,0,0,0.63225174,1.5380945,0,0,0.2987275,2.7171667,0,0.6886391,0,0.12669522,0,0,3.844201,0.53513074,0,1.4251496,0
1006,0,0.06362953,1.1137693,0.6780708,0,0,0.967138,1.4545456,1.3877707,2.3198292,6.9086413,0,0,0,0,0,12.41276,0.7103662,0,0.31549793,0.625962,2.3577561,0.16110577,5.9699755,0,0,1.5990325,0.15997179
1007,0.31764776,0.3196351,0,0.895728,0,0,0,1.1965938,0.17212863,0,0,2.449671,0.7627465,0,2.0904815,0,7.1789074,0.058826476,1.1026994,1.7956895,0,0,0,16.274282,0,1.9405316,3.1462889,0
1008,0.66458154,2.137758,0,0,0,0,0,0.21805054,0,1.9695722,2.0027146,0.6423625,3.0474818,0,2.615237,0,4.8858333,0.002103997,0.7199127,1.1170156,0.56240296,0,0,25.763884,1.6931382,0,0.2707347,0
1009,0,0,0,0,0,0,0,0,2.34268,2.196619,0,4.505758,2.2451112,0,2.563441,0,1.5637612,0,0,0,0,11.516721,1.329561,12.25683,0.7670309,0,0,0
1010,0,1.070682,0.8291729,0,0,0.27307063,0.47126278,0.3095822,2.6338549,1.2492077,0.36972898,0.5326487,0,2.7153673,2.7465463,1.2166268,3.1547208,1.6624801,0,0,0,1.2788311,1.2385484,1.9624975,0.14744331,0,0,0.029412718
1011,0,0.8663784,0,1.9469565,0.50562656,0.97418886,0,0.23818076,0,0,6.2403207,4.8038645,0,0.6769252,1.9645346,3.3546724,0.25271675,0,1.5575036,0.6779372,0,0,1.9250876,2.1952257,0,0,1.1391773,0
1012,0.4313659,1.8203496,0,0,2.182932,1.2420666,0,0.5282791,0,0,3.2529364,0.3438467,1.6632252,0,6.1318035,0,0.80138445,0,0,0,0.049212668,3.7746382,3.1694643,1.4569887,0,0,0,0
1013,0,2.3934221,0,0,0,0,0.10160076,0,2.5626404,0,0,3.2555,0,0,0.6841057,1.1917777,0.74999475,0,0,0,0.05095123,0,0,0,0,0,0,0.43604693
1014,0,2.1023884,0,0,1.7828759,1.9248962,0,2.7459505,0.4508455,0,1.6496719,0,1.6996088,0,0,0.7280676,1.1959709,0,0,1.7635767,0,9.082126,0.99638945,3.196975,0.76013595,0,0,0
1015,0.59192204,0,0,0,0,0.4815426,0.40806702,0,1.1598538,0,0.5017954,0,0,2.8501627,1.1725343,2.7006617,0.73112994,1.0886593,0,0,0.5030809,3.8254163,0.34857482,0,0,0,0,2.2106416
1016,0.9574699,0,0.12701684,0,1.0829052,1.8162558,0,0,0,0,0,1.3492823,0,0.74108493,0,0,0,0.6294935,0,0,2.8943164,0,1.2443005,3.206097,0.7198115,1.0971259,0.90656495,0
1017,1.5698178,0.3741618,0.031879265,0,1.8109204,0.55815035,0.77094257,1.1049249,1.2003502,0,0,0,0.31102368,0.033234876,0,0,0,0.019578805,0,0.6436556,0.41052833,0,0.17792466,0,1.0409904,1.1555191,0,0
1018,0.10797261,1.012948,0,0.009374843,0.42222148,0,0,1.1624871,3.0305603,0,0,0,0.66007334,1.0536926,0,0,0,0,0.51389784,0,0,0,1.4799774,0,0.26243687,0,0,0
1019,0.9843376,0,1.2319456,0,0,0,0,0.9161355,0,0,1.4792309,0,0,0,1.2579454,0,1.0409285,0.9752438,0,0,0,0,2.3405628,0,0,0,0,1.3545744
1020,0,0,0,0,0.6571249,0,0.2423222,0,0,0.48212048,0,0,0.6541246,0,0,0,0,0,0.65700155,0,2.5193007,0,2.244347,0,0,0,0,0.6220701
1021,0,0,0.20795345,0,0.69791824,0.45493948,0,0,0,0,0,0.77054316,0,0,0,0.67770046,0,0.015279542,0,0,0,5.7558737,0,0,0,0.48004356,0,0
1022,0.63108087,0,0,0,0,0.20383771,0,0.3099064,1.0820704,8.755295,0,0,2.0451052,0,0,0,0,0.8072875,0,0.6997648,0,0,0.055869263,0,0.03320103,1.2500945,0,0.4828497
1023,0.27850673,0,0,0.9832837,1.5070579,0,0.20452914,1.4032817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55590147,1.1227838,0,0,0,0,0
1024,0.29992312,0,0.82924795,0,0,0,0.5521292,0.18731284,0,1.02204,2.5516644,0,0,0,0,0,0,0,1.6418519,0.767851,0,3.7768161,0.5346,0,0,1.0500962,4.8447766,0
1025,0,1.8205782,0.245111,0.84809846,0,0,0.67618805,0,0,3.04566,0,0,1.4796958,0,1.7044231,0,0,0,0.04307431,0.20516182,1.4180814,0,0,0,0.41382432,1.1631762,1.7784684,0
1026,0,0.7071151,0,0.2231884,0,0,0.0853132,0,2.2419157,0,0,0,0.47207788,0,0,0,0,1.6393924,0.39465958,0.60821944,0.2968662,0,0,0,0,0.51069206,0.40393868,0
1027,0,0,0,0,0,0,0.9156837,0,0,0,0,0,0,0.021222703,1.1397386,0,0,0,0.916995,0,1.139486,1.8334932,1.3192935,0,0,0.5383441,0,0.036049772
1028,0,0.60293376,0.4603585,0,0.48102576,0.85745305,0,0,0.19126767,0.5957482,0.83003026,0,0.22635837,0,1.4684341,0,0,0.079609714,0.35514316,1.1658719,0.78391916,0,0,0,0,0,0,0
1029,0.56693107,0,0,0,0,0.65484554,0,0,0,0.14107658,0,0.37052396,0,0.4914837,0,0.34466502,0,0.36797178,0,0,0.52621853,0,1.3181915,0,0,1.2033113,0,0
1030,0,0,0.30420545,0.2550959,1.2044685,0,0.7271487,0,0,0.5225875,0,0,0,0.5380078,0,0,0,0,0.59707284,0,0.9306311,0,1.1842235,0,0.31341925,0.14951381,0,0
1031,0,1.6892273,0.40343323,0.18720376,0,1.4527185,0.87355214,2.2839758,0,0,0.4386283,0,0,0,0,2.1452134,0,0,0,1.3934966,0.27665436,0,0.92486215,0,0,2.1839867,0,0
1032,0,0,0,0,1.6094314,0.1183644,0,0.47755414,0,0.45942926,0,0,0,0.72586083,0,1.1038227,0,0,0,0,0,1.7944965,0.2161226,0,0,1.6445225,1.8630967,0.78389376
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836653,0,1.5118316,0.6799949,0,0,0,1.3955795,0,0,0.001388456,0,0,0
1034,0.83212596,0,1.3939967,0,0,0,0,0.107882604,0,3.4473774,0.53962153,0.2669881,0.91033494,0,0,0,0,0.20309712,0,0,0,3.0653841,0,0,0,0.87251407,3.7338247,0
1035,0,2.7313619,0,1.431483,0,0.26950702,0,0,0,0,2.056727,0.66189194,0,0.75669914,0.9298669,0,0.36473197,0,0,0,0.99022615,0.041758,2.158432,8.254967,1.0712899,0,0,1.1470228
1036,0,0,0,2.5273476,0,0,0,0,0.24408327,0,0.4843095,0,0,0,0,0,0,0,0.06487877,1.6878362,0,0,1.4435673,0,0,0,0,0
1037,0,0,0,0,0.8867321,0,1.8678226,0,0,0,6.4725223,0,0,0,0.2150143,0,0,0.483777,0.986962,0,1.4439988,0,1.6194929,0,0,1.108827,0,0
