x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038
792,0,5.6745706,3.5614164,0.3633793,0,4.5298424,1.9430461,5.2165713,4.273839,0,11.252536,3.2008102,11.622449,2.8954797,5.6934433,12.66753,2.6282203,10.023309,0.9872603,8.930466,0,0.62311715,0,4.5912004,7.48865,8.2897835,3.8472674,37.17505,14.190291,6.893532,7.8374386,0,1.6621374,6.613782,5.6017847,8.051366,8.171309,1.5325822,7.6835537
793,0,0,0,0.7119767,0.92474985,0,5.3595634,8.049821,9.287979,3.8991811,13.296747,2.832827,13.895318,4.246816,3.4388463,5.2845364,7.848846,2.3385794,2.5162706,9.217156,0,8.728506,2.1881294,14.682399,8.223054,12.870156,6.389641,29.023754,19.562876,6.622177,9.645136,3.4759774,0,5.954723,11.719943,11.427706,5.134379,9.016327,6.9123793
794,0,13.682554,0.6386842,2.8171985,8.142711,4.4508443,17.040932,7.574614,0,5.256547,9.725754,6.1319184,0,4.587476,3.7652588,10.061439,12.6916275,9.084118,5.7995396,8.621193,1.6811657,15.961454,7.392786,10.644778,11.313058,5.4978228,5.220617,35.553043,24.072737,8.270023,5.4512672,1.2614228,1.6767341,8.996347,6.642754,8.579052,6.1431346,4.750894,9.555133
795,0,12.625548,4.435116,1.9501842,9.416024,1.1138736,6.227413,4.6268497,5.2701106,0,5.157994,4.4613414,0,19.830572,2.248772,14.771271,15.04039,7.764635,8.065482,6.840486,0,5.852631,16.273853,9.430489,2.394363,4.2023625,5.2238803,28.71056,10.328008,5.8470564,7.5540338,4.6153126,4.611729,7.540368,9.905503,10.64619,10.719379,2.4356873,4.830583
796,0,17.666445,5.875731,0,7.290905,6.177735,6.7129326,5.216625,9.400933,3.7535207,11.74007,1.0228055,21.800476,7.900259,5.487186,10.503818,11.630452,11.969896,18.086637,12.224995,1.8091582,12.958213,10.591933,8.958338,5.9859967,6.5748262,7.1964245,24.638618,13.52574,5.567417,8.006415,1.2360737,8.154217,7.205742,5.899226,13.970592,3.7682416,6.4075007,5.3856583
797,0,21.563583,0,2.1065505,9.552514,4.599404,12.723203,4.7403655,1.3605942,3.5356925,6.041696,7.5832543,0,0,4.981426,15.979752,13.255718,11.034424,6.946947,5.059686,15.907913,9.962885,9.621457,10.900403,0.70270646,3.9351027,0,6.414134,17.387537,10.588483,7.469379,2.7574103,7.488288,10.204042,8.012747,10.555629,2.45439,4.873137,2.928821
798,0,21.793856,0,4.951181,4.559801,3.6642075,5.766469,7.2593045,8.543431,2.3934653,11.690294,0,2.819003,2.4755542,3.4033628,8.401733,19.3841,4.2829375,17.917723,10.441878,11.796801,13.5905905,11.307305,9.947856,14.536457,4.3364854,1.6600934,17.670237,22.881903,7.157318,8.7463875,0,4.400962,7.7539244,10.025301,11.733684,10.223334,3.8360956,6.468964
799,0,9.558634,0,8.843229,3.1533198,0.74433714,8.242972,10.498834,4.5137153,1.4791592,8.295338,2.8050396,21.517273,0.5708976,10.498684,5.3176622,11.058663,6.0315123,27.979368,7.84482,14.233324,16.085861,14.47364,9.106758,12.177997,10.0034075,2.531262,31.551548,22.655254,6.2208977,11.213726,2.2275748,16.534885,8.733178,8.970638,12.132997,7.6943,8.44048,5.823357
800,6.173998,18.659369,0,0.02730807,5.9397063,9.826063,12.82013,7.2618694,3.948279,6.8518586,8.183055,5.064832,13.849728,9.761197,8.847884,13.474353,16.664278,15.17798,6.875244,6.093714,17.209177,6.6746325,12.255,12.702197,8.121586,5.8345213,4.8463535,33.29561,21.105448,7.9631705,8.249003,5.3578553,17.285269,12.167338,10.070091,11.619252,4.880717,4.226536,11.635327
801,2.315377,8.237637,0,4.543348,13.128796,5.5148997,5.719168,7.97387,5.9206367,4.322899,3.7052233,5.6926527,0,10.377765,3.1741092,19.09504,14.002859,7.898412,11.174206,3.3108206,8.417368,9.990707,10.810848,7.2286716,4.13185,0,3.9164553,19.578667,9.884787,8.44836,5.8004947,3.2912154,7.867757,5.512301,7.467017,10.208166,1.6607876,0,2.8277588
802,2.682781,23.205418,0,2.3572931,3.1104589,2.1554623,5.22124,4.219537,7.325166,0,8.755603,3.9261475,0,3.6816664,2.085537,8.746022,10.945967,3.2772496,9.117681,3.5110264,0,8.020453,3.4930785,8.334632,4.80512,0,2.1220777,7.4695115,12.671069,0,7.066432,0.26081946,4.372383,6.9533315,1.2827979,5.044119,0.6237163,0,5.101775
803,0,10.983417,0,1.5678271,13.275081,2.6906574,4.9882107,0.35359642,0.45010883,0,2.8523955,3.542371,0,0,0.78394014,8.235083,14.906685,2.9470992,10.41944,1.5904849,3.995038,3.394331,3.984988,10.003661,5.3288245,0,0,0.2494261,6.766575,0,3.6157663,3.096669,1.4783536,5.322887,0,5.7005105,0,1.5048844,0.87323284
804,0,6.2080507,0,1.8402427,3.3670425,4.103071,0,0,0,0.8307335,0,6.7373767,5.7534313,0,0,6.825352,12.901629,0,7.557376,1.2238927,0,0,0.91109025,10.336292,2.4978228,0,0.67063034,1.1869291,9.5575075,0,2.4102504,0.8138955,4.3529506,0.14112067,0,4.9120865,1.8834718,0,0
805,2.315064,19.760164,4.3607864,1.4174068,5.5620537,5.6490602,2.755493,0.33066306,0,0.94326794,2.0271668,0,0,2.4924564,2.5404406,7.9779487,10.705617,0,0.27406076,0,0,0,0,6.0855565,0.40391257,2.5962522,0,0,10.954741,2.3455107,2.2837803,3.7101376,0,2.3731177,0.9052808,4.269274,0,0,0
806,0,5.2716002,0,0,6.255907,0.16272122,0,0,3.6198475,0,2.294214,1.9105437,0,2.7680702,0,3.21658,9.638261,0,3.663941,0,0.40143692,2.2190254,0.002238922,4.563937,1.6624839,4.644487,0.8504744,0.6164298,4.217072,0.51058066,0.4282817,6.3112597,0,3.6761591,1.6721464,3.2220323,0,0,0
807,1.7280953,0,0,0.878775,0.536287,3.336753,2.6382294,0,0,2.6468368,0,1.2413163,4.2289157,0,0.40870214,0,7.3626933,0,0.97019047,0,0,0,1.9273813,3.7253525,1.0559914,0,0,0,6.190789,7.132074,0,0,0,4.1935186,0,0.44035622,0,0.13942544,0
808,0.09579178,4.1635475,3.4529395,0,1.6620984,0.7953546,2.8202825,0.9333726,0,1.6860456,0,3.232147,0,0,0,5.316624,10.57082,0,0,0.9518845,0,0,0,0,0,0,1.2882229,0,4.3036075,0.8937024,0.9560128,0,1.7835356,0,0,0,0,0.3735606,0
809,0,0,0,0.5949298,7.798103,0,0.35943463,0,0,0,0,2.1084397,0,0,0,0,15.965215,0.43901834,0,0,1.3391311,1.7093499,0.95708215,1.8366545,0,0,1.4483372,0,10.918202,0,1.425035,0,0,0,0,0.24632193,0,0,0
810,0,6.38464,0,0,5.4489245,0,0,0.7887186,1.87656,0.55588585,0,1.7149751,0,2.7811894,0,0.6247833,9.518147,0,0.961297,0,3.0003269,0.033587907,1.6988676,0,0.66413695,0,0.12444123,0,9.086923,0.44637814,0,2.76831,1.7034945,0,0.29963923,2.2709136,2.0006487,0,0
811,1.0424259,0,5.7677336,0,0.22957022,0,1.4248493,0,0,0,0.89923024,0,0,0,2.1061277,2.2592692,4.962897,0,1.5228562,1.9183382,0.67651576,0,0,3.0301514,0.98628414,0,0,0,11.94994,0,0,2.2535086,0.056928847,1.6985241,0,0,0,0,0
812,2.3595138,0,0,2.4598923,2.329114,0,0,0.60879874,0,1.7237675,0.075840004,0,0.21170148,0,0,1.3764732,6.1498046,0,0,1.4349118,0,0,1.2626221,1.540586,0,1.6210806,0,2.9866123,19.619202,0,1.4710202,0,0,1.4780738,0,0,0.16074856,0,3.384261
813,0,0,0,3.6434596,2.8070679,0.54476255,0,2.8626676,0.3828148,0,0,2.3522534,3.686769,9.298475,0,3.6594777,2.229543,0,1.2469455,0.15803953,0.2980936,0,0,1.481595,0.16421121,0.6440669,0,0,11.017257,2.7165642,0.485802,0.68787783,0,1.2557981,0.49929056,0,0,0,0
814,0,0,8.734943,0.9502133,2.449381,0,1.4632094,0,2.4238548,0,0,2.4265854,0.902094,0.5112773,1.6080389,0,3.802801,0.39948502,0.41614214,0,0.48636082,0,0,0.14348681,0,0,2.299162,1.6693925,3.6508188,0.9631488,0,0.07612214,0,2.322572,0,1.1631602,0,0,0
815,0.5763661,4.750758,0,0.3347276,0,1.6699455,0,4.026356,0,2.0259047,0,0,1.4613594,6.9765596,0.5875664,0,1.6470135,0,0,3.5337124,1.7645882,0,0,2.2497807,0,0,0.37907353,0,4.1626096,0,0,2.3368459,0.8015774,0,1.4592892,0,0,0,0
816,1.1590301,0,0,0,0,0,0,0,0,0,0,0,1.1435463,0,0.7222579,0,6.9509,0,0,0.75483185,0,0,2.199387,0,0,0,0,0,4.474201,0,0.3498373,0.2733951,3.0437493,0,0,1.2733771,0.1843923,0,0
817,0.88120806,0,0,3.8123217,0.68800443,1.9800781,0,1.0337458,0.66832864,0,0,0,1.2576091,8.799183,0.77999485,0.08014731,0,0,0,0.35245043,0,0,1.365609,0.86771417,1.8225262,1.1371133,1.5394974,0.7203799,0,0,0,0,0,0,0,0,0,0.52423435,0
818,0,3.965594,8.912914,0,0.2753349,1.6698819,1.1591643,0,0,1.7411759,0,0,0,0,0,0,1.8927251,0,0,0,0,0,0,0.59845865,0,0,0,0,0,0.87688357,0,2.2524757,1.2443616,0,0.7921046,0,0,0,0
819,0.80512714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014800474,0.2964046,0,0,0,0,0,0,0,0,0,0,0.73832613,0,0,0,1.1426454,0.14900975,0,1.5024761,0,1.188415,0,0
820,0,0,0,1.289114,0,0.7916169,0.22083186,0,0,0,0.8222012,0,0,0,0,0.13168827,0,0,0.3918925,0,0,1.5568067,0.06272691,0,1.1033151,0,0,0,0,0,0,0,0,0.76140296,0,0,0,0,0
821,0,0,1.9883711,0,0,1.650468,0,0,0,0,0,0,0,0,0,0,0.3787911,0,0,0,0,0.40172255,0,0,0,1.2825055,0,0,0,0.048011795,0,0,0.60172963,0,1.523483,0,0,0,0.6935826
822,0,5.289859,0,0.42193228,0,0,0,0,0,0,0,0.75824344,0,0,0,0,1.9405816,0,0,0,0.94371474,0,0,0,0,0,1.0111321,0,0,0,0,0,0.2035238,0,0,0,0,0.27405646,0
823,1.3644978,0,0,0,0.5351771,0.613257,0,0,0,0,0,0,0,0,0,0.10592859,0,0,0,1.7697793,0,0.85019857,1.0170226,0.3873334,0,0,0,1.1277735,0,0,0,1.1274893,0,0,0.6875756,0,0.63536084,0,0.3917196
824,0,0,2.23069,0.5988267,0.32560235,0,3.028024,0.54869735,0,0.4397114,0,0,0.8155153,5.0315976,0,0.29544273,0,2.3564599,0.24562311,0,0.101786315,0,0,0.04009468,0,0,0,0,0,0,0,0,0,2.0591834,0,0,0,0.56927204,0
825,0,0,0,0.651119,0,0,0,0,0,0,0,0,0,5.653458,0.38916317,0.6043345,0.38753033,0,0,1.4122561,1.6625803,0.13599622,0,0,0,0,3.0371473,0,0,0,0.90564364,1.0809996,0,0,0,2.8675046,0,0,0
826,0,3.1127949,3.347809,1.5889401,0,1.1576309,0,0,0,0,1.4420666,0,4.3369927,0,0,0,0,0,0,0,0.6119845,0,0.03842515,0,0,1.2329016,3.0864758,0.9153493,0,1.5211884,0,2.3847475,1.8759341,0,0,0,0,1.4929066,0
827,0,0,0,0,0,0,0.917235,2.3073366,0.16274883,1.3630581,0,1.9107039,0,0,0,0,0,1.2343433,0,0,1.9922421,0.27718744,0,0,0,0,0.3016064,0,0,0.2044781,0,0,0.5866818,0,0,0,0.40884376,0,0.30190226
828,0,4.7066855,0,2.2533207,1.6603211,0.18842937,0.7084876,0,2.0032876,0,0,0,0,0,0,0.7145403,0,0,0,0,0.9665058,0,0,0,0,0,3.264146,0,0,0.22436145,0,0.39273292,0,0,0.27627602,0.5891382,0,0.3710723,0
829,0.42863518,0,2.4997368,0,0.4783772,0,0,0,1.2531021,0,0,0.46361274,0.358502,0,0,1.0708174,0,0.81426615,0,1.2931027,1.1862118,0,0.30030596,0,0,0,0,0,0,0,0,0,0,0,0,0.1323804,0,0,0
830,0.08979712,2.6829896,0,1.3117416,1.044655,0,0,0,0,0.59778196,1.3037171,0.36481273,0,2.3415835,0,0,0,0,0,0.10110093,0,1.0377306,0,0,0,0,0.64236856,0.5732357,0.7257681,0,0,0,0,0.522832,0,1.2312117,0.05768751,0,0
831,0,0,0,0,0,0.16770035,0,0,1.7048647,0,3.5009031,0,0,0,0,0,0,0.8365583,0,0,0,0.5116172,0,0,0.32406336,0.32450026,0,0.6584715,0,0,0,0,0,0,0,0,0,2.1637897,0
832,0,0,0,0,1.9010016,0,2.3227513,0,0,0,0,0,1.7049333,4.2654047,0,0,0,0,2.2586257,1.3282214,2.3989098,0.690655,0,0.46352413,0,0.37532666,0,0,0,0,0.34548092,0,0,0,0,0,0,1.4504592,1.6819144
833,0.689568,0,0,0,0,0,0.057171483,0,0,1.3818083,0,1.63089,2.1660144,0.14680603,0,1.6298513,0,0.6271087,0,0,1.7279274,0,3.4374528,0,2.0851655,0,0,0,0,0,0.7346466,0,2.4790463,0,0,0,0,0,0
834,0,0,6.318289,0,0,0,0,0.38805825,0,0,0,0,0.24811892,1.0256666,0.43985566,1.9572251,0.011659922,0.376497,0.34030807,0,0,0,0,0,0,0.54826206,0,0.043738592,0,0,0.226893,0.072588846,0,0,0,0,1.1153804,0.4433136,1.8258955
835,0.35719007,1.5717175,7.195717,0,0,0,0,0,0.056540225,0.04360464,0,0.9729448,0,0,0.9595472,0,0,1.5527987,0.5684787,0,0.548197,0,0,0,0.10991804,0,0,0,0.2125021,0.39427006,0,0,0,1.496657,0,0,0.37797534,0,1.194556
836,1.067332,0,0.8914051,0,0,1.8017701,0,0,1.5271703,0.42381313,1.8285893,1.0020858,2.244292,5.022918,0,0,0,0,0.13444893,0,1.4037784,0,0,0.7107167,0,0.6361093,0.94476855,0,0,2.578715,0.24711543,0,0,0,0,0,0,0,0
837,2.2545967,0,0,0,0,0,0,0.9224039,0,0.6751341,0,0.010279906,3.717732,3.454993,0,0,0,0,0,0,0,0,0.8020845,0,0,0,0.2533727,0.52987194,0,0.35259265,0,0,0,0.52967405,0.7501928,0,0,0,0
838,0,8.969227,6.880072,0.25308317,0,0.8966138,0.2951508,1.0047336,0.81331354,0,0,0,4.193391,0,1.0777026,1.6368392,0,0,0,0,0.67754894,0.22120295,0,1.2779822,1.7123413,0.6994713,0,0.5911108,0,0,0.44009864,1.7671659,0.03667212,0,0,1.3473196,0,0,1.0831836
839,0,0,0,0.15201713,0,0,0,0.14792348,0.41445693,0,0,0,0,0,0,0,1.4148953,0,0.8166586,0.9966679,0,0,0,0,0,1.4752501,0,0.5036396,1.0645834,2.0357988,0.71175253,0.042131603,0.5250952,0,0,0,0,0,0
840,2.4029171,0,0,2.0467172,1.0224005,1.2713153,0,0.13846385,1.1814861,0,0,0,1.1035831,0,0.5359293,0,0,0.7217304,0,0,0,0.54662156,0,0,0,0,0,0,0,0.3089631,0,0.5480139,0,0,2.2674499,0.11987747,1.2875382,1.5018843,0.5462972
841,1.0967512,3.2121334,0,0,0,0,0,0,0.41625684,0,0.30296525,0,2.7438436,0,1.2167825,0.39927158,0,0.47387266,0,0,0,0,0,0.30183494,0,1.1278824,1.2936723,0,0,0.22397603,0,0,0,0,0,0.15023457,0,0,0.09589508
842,0,1.341799,0.5880341,0,0,0.11287006,0.27544343,0,0,0,0.68756115,0.60370606,0,0,0,0,0.71713704,0,0,0,0,0,0,0.22768535,0,0,2.5114248,0.60329336,0,0.005309416,0.1973187,0,1.4541585,0,0.80986315,0,1.7289876,0,1.0717196
843,0.47391006,0,0,1.0793227,0,0,0,0,1.6900566,0.7611849,0.12376087,0,0,0,1.1329355,0.07144141,0,2.8403919,0,0,0.49441427,0,0,1.6518558,0,1.0469804,0.14939527,0,1.6240321,0,0,0,0,1.2644564,0,0,0,0,0
844,0,15.905595,0,0,0,0,0,0.5741038,1.1866795,0,0,0,0,2.2261963,0,0,0,0.2670524,0.28103727,0,0.10377484,2.1288345,3.1425457,0.076799646,0,2.4292393,0,0.40209883,0,0,0.29607555,0.16279933,0,0.1897738,0.52955425,0.9486177,0,0,0
845,0,0.4880665,3.6612778,0,1.7621865,3.313826,0,0,0,0.3642724,0.92527896,0.23547225,0,0,0,0,0,0,0,0,0.75224465,0,0,0,0,0,0,0,0,0,0.6555453,3.7150822,0,0,1.0217695,0,0,0,0
846,0,0,0,0,0.7399627,0,0,0,1.0059191,0,0,0,0,0,0,1.9718759,2.8616524,0.76961416,0,0,0,0,0.88413215,0,0,0,0,0,0,0,1.9007565,0,0,0.35242596,0,0.40169924,0,0,0
847,0,0,0,0,3.1900322,2.7731853,0.86155504,0,0,0.2035264,0,0.17530161,0,0,0,0,0,0,0,0,0,0,0,0.1320992,0.83640945,0.2891489,0,0,0,0,0,0.06901798,1.3661345,1.5818722,0,0.61538976,0,0,0
848,0,0,0,0.27174056,0,0,0.45210505,0.87281764,1.0058819,0,4.418339,0,0,0,0,0.27523205,0.8014353,0,0.5184003,0.9921478,0,1.2094322,0,0.26421136,0.9112215,0.52733386,0,2.8481882,3.1852927,1.044316,1.9614531,0,0,0,0.7389985,0,1.7426575,0,0
849,0.8925434,1.6795287,6.182118,2.1565597,0.30513245,2.0677938,0,0,0,0.2053921,0,2.7844567,3.261631,3.4068043,3.4302335,0.2950324,0.8917125,0.34966642,1.7167062,1.870911,0,0,0,0,0.33875218,0.2928938,0,2.5366507,0,0,0,0.11626179,0,0,0,2.1518452,1.0431612,0,0
850,0,0,0,0,0,3.826659,1.9235063,0.811078,0,1.5971427,0,0.4001228,0,0,1.5087065,0.35552692,0,0.980392,0.50363964,0.06633313,1.3839915,0,0,0.6288023,0,0,1.2056925,0.31938973,0,0,0,0,0.9136936,0,2.1706455,0,0,0.4322807,0
851,0,11.959115,0,0.52973956,0,0,0,0,2.263626,0,0.7249091,0,0,0,0,0.4762749,0,0,0,0,0,0.15996821,0.36542398,0,0,0.7293808,0,1.2203782,1.1975061,0,0,0,0,0,0.28996903,0.5912939,0.7948216,0.113329574,0
852,0,0,4.1224866,0,0,0,0,0,0.5120585,0,1.4217178,0,2.0550916,0,0.28954276,0,1.8594722,0,0,0,1.4432842,0,0.27029818,0,1.9318849,0,0.16724227,0,0,0,0.5324519,0,0.15802455,1.735237,0,0,0,0,0
853,0,0,0,2.3478096,0,0,1.7108626,0.6359975,0,0.36526462,0,0,0,5.2209163,0,0,0,0,1.1375122,2.1425385,0.8748657,1.7370293,0.7239874,0,0,0,0.2810045,0.94125974,0.094072424,0.35730404,0.24962467,0,2.479217,0,1.0628827,0,0,0.40277708,0
854,0.7641624,3.4555056,0,0,0,0.7776006,0,0,0,0.45891872,0,0,0,0,0.0331847,0,0.45736757,0,0,0,0,0,0,0.5615696,0,0,0,0,0,0.46376014,0,0.63656557,0,0,0,0,0,0,0
855,1.8093987,0,1.2155234,0,3.6059544,3.75828,1.8062673,0,0,0.123205274,0,1.8298621,0.38521174,0,0.45910117,0,2.5865293,0,0,0,0,0,0,0,0,0,0,0,0,0.54729795,2.8186574,0,0,0,0,0.7523877,0,0.9126372,2.2060213
856,0,0,0,0,0,0,1.869906,0,0,0,0,1.2542641,0.5010741,0,0,0,0,1.0267493,0,0,2.441819,0,1.9671187,0,0,0,0,0,0,0,0.44734994,0.17168224,0,0,0,0.47348553,0,0,0
857,0,0.898094,1.4800959,0,0,0.8105437,0,3.45571,1.1932188,0,0,0,1.3043789,3.3072438,0,0,0.7571113,0,1.4623343,0.9059392,0,0,0.6245765,0.66942835,0,1.986444,0,0,1.7955774,2.0771532,0.3333706,0,0,0.13795908,0.029168285,0,0.12725313,0,0
858,2.7182949,0,0,0.3737199,1.5675722,0,0,0.7032599,0,2.416653,2.6814387,0,4.8397837,4.8816934,1.1354125,0,0,1.0762429,0,0,0,3.3009582,2.0245252,0,0,0,0,0,0,0.17718507,0,2.2665591,0,1.4157327,0,0,0.024509184,0,0.14329682
859,2.396515,0,0,1.7193575,0,0,0.36600757,0,0,0,0,0,0,1.4352229,0,1.3473378,0,0.5710276,0,0,0,0.8709396,0,0,0,0,1.734632,0,1.5555968,0,0,0,0.019618908,0,0.8465077,0,0,0,0.6063936
860,0,2.436006,0,0.3143108,0.18137817,0,0,0,0.2138765,0,1.1999432,0,0,0,0.9217536,0,0.82964426,0,0.180491,0,1.9050313,0,0,0,3.2323549,0,0.26515818,0,0,0,0,0,1.3273156,0,0.39923662,0.7795588,0.90960157,0,0
861,0,4.521694,2.2755451,0.011772762,1.9473583,4.863774,0.82171506,0.9726881,3.1682265,0,0.78258115,0.7256189,0,0,0.05181995,0,0,0,0,0,0,0,0,0,0,0,0.1644652,0,0,0,0,3.0197854,0,0.7416313,0.11402183,0.033935126,0,1.2895684,1.6706463
862,0,0,0,0,0,0,2.212471,0.962068,0,0,0,1.5604373,0,0,1.1682546,0,0.29065496,1.9846321,0.5798129,1.2729958,0,1.5582671,0,0.10487075,0.68430126,0,0.5496744,2.1230185,0,0,0,0,0.89365005,0.2310572,0,0,0,0.047384515,0.038099445
863,0.34638888,0,0.38349923,0,0,5.1438017,0,0,0,0.9453768,0,0,0,0,0.7511566,0.2893415,0.2471189,0,0,0.26364186,0,0,0,1.4524193,0.68055564,0,0,0,0.43225813,0.88860554,0,0,0,0,1.4830531,0,0,0.19855818,0
864,0.32817897,0,0,0,1.3429484,0,0,0,0,0,0,1.3432139,0,4.5527434,0,0.43069148,0,0,0,0,0,0,0,0,0,0,2.9337096,0,0,0.572869,0,0,0,0,0,0,0,0,0
865,3.3098862,0,0.79323745,0,2.365891,0,0,0.14297049,0,1.055286,0,2.1139314,0,0,0,2.3427174,0.08650594,0,0,0,0,0,0,0,0.27309936,0,0.073480815,0,0,0,0,0,0,0,0,1.3626775,0,0,1.1600461
866,0,0,5.494525,0,0,0.36179027,0,0,0,0.26552138,0.24477728,0,0,0,2.0628252,0.23999307,2.1491864,3.0878017,0.030610979,0,0,0,1.3266442,1.2868366,0.44628945,0,0,1.6597556,0,0,0,0.15501077,0,0,0.24777707,0,0.42103183,2.3554568,0.08560425
867,3.276353,0,0,0,0,0,0.99769855,0,0,0,0,0,1.8710212,0,0.29751024,0.3056655,0,0.83810055,0,0.17725708,0,1.5582932,0,0,0.03203039,2.0786898,0,0.4820879,1.0498613,0,0,0,0,0.44758004,1.5556736,0.8665538,0.8678252,0,0
868,0,3.968945,0,1.8402811,0,1.6243616,0,0,1.7045075,1.4793607,0,0,1.8750436,0,2.3663664,0,0,0,0,0,0,0,0.31599656,1.3554919,0.99016136,0,1.6242126,0,1.1919333,1.1756091,2.0801868,0,0,0,0,1.2510544,0,0,0
869,0,0,3.1286547,0,0.31877416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41499475,0.38171595,0,0,0,0,0,0,0,0.24690825,0,0,1.0906568,1.8643652,0.8834003,0,0.9074553,0.15839157,0
870,1.970046,2.074816,4.929243,0,0.44746587,0,0,0,0,0,1.1342514,0,0.7026172,2.9998949,0,0.09548408,1.0914456,0.8016979,0.5000668,0,1.3483917,0,2.2474868,0.002887829,1.4191263,0,0.9812897,0,0.22384563,0.5311087,0.22287808,0,3.1362267,0,0,0,0.010574391,0,0
871,0,0,3.2054937,1.6059085,0.2739231,0,0,3.431404,0,0,2.6085067,0,2.559378,0,0,0,0,0,0.40657336,0.53296274,0.9687412,2.9388485,0,1.465297,0.19408701,0.47793752,0,0.84499454,0.9380706,0,0,0,0,0,0,0.06183315,0,1.2590824,0.005293674
872,0.55135244,0,0.054186776,0.022380497,0,0,0,0,1.2964242,1.3757937,0,0,4.8599925,0,0,0.028453203,1.5929807,0.052372716,0,0.66587013,0.9056987,0,0,0,0,0,0,0.32093316,0,0,0,0,0,0,0,2.2964766,1.3134418,0,0
873,0,3.93064,0,2.3480318,0,2.4591281,1.2672205,0,0,1.2914042,0,0,0,0,2.6446805,0.3583166,1.7639709,0,0,0,0,0,0,0.27723268,0,0,0.3461324,0,0,0,0,0,0,0,0,0,0.36244738,1.6509681,0
874,1.1235714,0,0,0.18805408,0.51192445,2.478465,0,0,0,0,0,2.6200776,0,1.0518726,0,0,1.255218,0,0,0,0,0,0,0,0,0,0,0,0.034387376,1.8863451,1.2812452,0.9504716,0.8136278,0.5703908,0,0,0,0,0.24097274
875,0,0,0,0,0,0.60581976,0,0,0.112291954,0,0.49088812,0,0,3.7121518,0,1.5632603,0.04552247,2.9254851,0,0.10798701,0,0,0,0,0,0.440831,0,0,0,0,0,0.57478416,0,0,0,0,0,0,2.1783545
876,2.6357486,1.8132733,0,0,0,0.007573874,0,0.35543737,0,0,0,0,1.5116185,2.2859423,0,0,2.2767766,1.4349295,0,0.20847662,2.2287722,0,0,1.0306903,0.19028693,1.3291218,0.49193993,0.46852496,1.3484186,0,0,0,0.8009293,0,0,0,0,0.09023378,0
877,2.1482768,3.0704424,0.45781946,0,0,0,0.23283167,0.7703534,0,0.101635665,0,0,0,6.291785,0,0,0,0.56733775,0,0,0,0,0,0,0,0,0,2.2622192,4.0154133,0.0565013,0,0,2.9425519,0,0,0.10206239,0.009369601,0,0
878,0.38940695,0,0.845304,1.7238909,0.3944096,0,0,0.2339412,0,0,0,0.8503624,0,3.4688811,0.25096357,0,0,0.066136695,0.1285239,0,0,0,0,0,0,0,1.0505044,0,0,2.1560342,0,0,0,0,2.8850434,0,1.010347,2.4702744,0
879,0,2.093029,0,0.05267504,0,1.1293327,0,2.855827,0,0,0,1.660119,9.782237,4.7198668,0,0.6318259,1.0736909,0,1.6330165,1.582025,0.34141412,0,1.7572477,0,1.641777,2.4725597,0,0,0,0,1.5669302,1.4966904,0.9626885,0,1.4937268,0,0,0,0.8901772
880,0,3.6777413,0,2.3520727,0,0,0,0,0.34439334,0,0.5567362,0,0,0,0,0,0.026628267,0,0,0,0,0,0,0,0,0,0.37548235,1.2232668,0,0.02428937,0,0,0,0,0,0,0.7368452,0.11521377,0
881,0,0,1.3443513,1.5876445,0,0,0,1.0064154,4.5743346,0,0,0,3.265835,0.49686265,1.965812,1.7086309,0,0,0.03498644,0,0,2.00826,0,0,0,0,0,0,0,0,1.2788566,0.2398442,0,1.4277389,0.70296824,2.010146,0,1.1564987,0
882,0.1732603,0,1.7394681,0.48176473,0,0,0,0,0,0,1.8474431,0.98563945,1.6378485,0,0,0,0,0.15581918,0.7798432,0.8653537,0,0,1.1141161,1.1799304,0,0.6152788,0,0,0,0,0,0,0,0.4414927,0,0.6934087,0,0,0
883,0.8181291,0,0,0,3.419703,6.1110325,4.6246085,0.29950768,0,1.7895254,0,1.5055339,0,3.8067608,0,0,2.3018305,1.0559328,0,0,1.2197754,0,0,0,0,0.5576437,0,0,0,0,0,2.7416346,0,0.6318937,0,0,0,0,0
884,2.2216382,0,0,0,0,0,0,0.5546538,0,0,0,2.4032178,0,4.095218,0,1.0257465,0.09176272,2.9292881,0,0,0.9276504,0,0,0,0,0,0,0.7835995,0,0.49647915,0,0,1.5291277,0,0,1.7092823,0,0,0.23232345
885,0,8.882921,0,1.8648889,0,0,2.5000927,0,2.0941346,0.66913116,0,1.922137,11.357757,0,0,0.4673492,0,0,1.0086108,0,0,0,0.3559054,0,0.058387246,0,0,0,0.006379292,0,0,0,0,0,0,0.538442,0,0,1.360848
886,0,0.049007345,0,0.3493131,0.9060922,0,1.7311311,2.085211,0,0,3.8508632,1.8151935,0,0,2.5447326,0,0.20788948,0,0.9115044,1.3487004,0,0,2.08802,0,0.86285925,0.5637508,1.3823253,2.078201,0,0.365497,1.2060127,0,1.2715316,0,0,0.052899946,0,0.3527832,0
