x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047
627,0.121014915,2.7858055,0,0,0,0,2.608108,23.150217,1.8619148,2.3204744,0,11.707852,0,0,0.85546947,0,0,2.512059,0,7.6270704,0,2.1407866,15.417137,0,0,0.6027093,0,2.0016506,0.86898905,26.618248,9.507694,0,1.1023445,5.1374483,3.573147,0,5.4496627,1.9146149,1.801251,3.517616,0,3.8738205,2.8987112,0,0,1.6231433,0,7.8503747
628,0.72557735,0.9731614,0,2.134905,1.9643192,0,4.501825,18.674036,2.1798234,5.3625255,0,9.043682,0,0,0,2.9605238,0,6.6672163,4.793786,0,5.026201,0,12.770356,0,0,0,0.31869617,0.7592387,0,0,0,0,0,0,0.6916468,2.575776,3.2890186,5.5380955,0.41004783,0.6688945,3.682828,0,0,0,0,1.6727284,0,0.85521865
629,2.3532186,0,0,0,0.94109595,5.3493285,1.288942,3.291354,0,0,0,2.7227952,0.34024882,0,6.1359677,4.196757,0.8720743,2.2646842,0,0,0.08768233,21.97314,6.2474236,0.008920931,4.5000196,0,0,0,0,0,0,0.7504461,6.539941,0,0,19.253046,0,0,0,0,0.19341256,0,0,0,4.252024,0,0,0
630,1.4341817,0,0,0,0,0,0,0,0,0,2.077016,0,7.0335293,18.68527,0,0.5464623,0,0,0,0,21.140606,1.7829704,16.219646,1.2309543,7.7269516,8.961816,2.4917796,4.808119,0,0,4.0882797,0,0,0,0.7357349,0,0,0,0,0,0,1.9609352,3.0117273,0,0,2.6125941,5.5795484,0
631,0,0,5.169086,0,0.12333441,1.3904943,0.5741364,4.200115,0,2.2662053,0,0,5.441895,0,0,0.14839046,4.7167974,0,0,0,0,9.640624,0,0.11053378,0.60020363,0,0,0,3.91603,0,0,12.77645,0,0,0,5.1647286,0,2.1836812,0.6536952,0,0,0,0,14.333167,17.941427,0,0,0
632,0,0,0,0,0,0,0,0,1.0770957,0,27.057913,0,0,30.854313,0,0,0,0,0,0,0,0,0,0,7.9323034,0,0,0,0,0,0,2.5059555,0,0,0,0,0,0,0,0,0,0,0,2.1365085,25.309313,0,0,0
633,0,0,7.8112235,0.40684918,0,0,0,0,0,0,0,0,4.8843327,37.81747,0,16.444132,0,1.9031101,0,0,2.169113,0,0,5.7074423,2.7999468,0,0,0,0,0,0,10.803378,3.4083657,0,0,12.114825,0,2.3513317,9.289505,8.055287,3.109293,0,0,11.41888,0,0,1.7511618,2.2750146
634,0,0,0.8589267,1.4783483,0,0,0,0,0,0,8.49568,0,0,19.587786,0,0,0,0,0,0,44.86685,8.053187,0,0,0,0,0,0.14143321,11.730642,0,0,1.8641124,14.13679,0,0,0,0,0,0,2.2246673,0.7951034,1.5687689,1.0497552,0,0,0,0,0.6739312
635,8.867852,0,0,0,2.5158203,0,0,0,4.29695,0,0,0,2.002824,0,2.2683802,0,5.9702854,0,0,1.4796684,10.844718,12.567173,16.060274,7.5424705,0.66216904,5.1127386,0,0,0,13.709411,0,0,10.582806,0,0,4.7992373,6.5760803,0,2.1137528,0,0,0,0,21.661274,2.5509405,5.269079,0,0
636,0,0,0,0,0,0,0,0,3.404821,0,11.676679,0,10.027161,4.873004,3.2974412,3.635148,0,0,0,4.5042095,10.7514305,9.808333,27.936176,1.9363326,7.49578,3.1418147,2.5659254,0,1.4478885,2.2642522,0,0.21508773,7.2382717,2.1510968,0.090498045,14.528148,0,0,0,5.172636,3.095329,0.84799993,0,0,5.6895785,2.151481,0.811535,4.587506
637,0,2.03846,0,0,0,1.0768785,6.5167027,14.735534,2.110799,4.0103674,7.568651,6.831701,1.6368915,0,2.365069,0,5.900058,0,0,9.38002,10.402219,0,0,2.038355,0.73135895,4.487674,2.7593966,0,6.201989,20.492657,0,0,8.214219,4.7660213,4.6660213,0.7194067,3.4629347,3.9700837,3.193057,4.435526,3.2726433,2.013384,0,0,1.8765708,0,0,1.1811996
638,0,0.07518233,1.6685326,0,1.8273755,0,0,21.053694,0,0,0,0,0,2.564364,1.7850931,0,4.6517715,0,0.30072582,0.9170659,2.307418,4.1470237,6.993424,0.94344246,0,0,0,0.8690433,0,1.3868887,0,0,0,1.0390964,0,4.103099,3.4177547,3.0565197,0,0,0,0,0,2.1781538,23.67408,0,0,0
639,0,0,15.331236,0,5.57115,0,2.6023605,0,0,0,9.4784,0,5.0219064,19.192945,0,14.618869,2.2940583,0,0,0,24.038187,0.64208984,0,6.7685604,11.104016,0,0,0,0,0,0,10.398101,0,0,0,0,0,0.78851944,0,0,0,0,0,7.838099,17.1242,0,0,0
640,0,0,0,0,0,0.5330172,0,0,0,0,15.550228,0,0,27.840607,0,13.949377,0,0,0,0,11.156816,0,0,0,0,0,0,0,0,0,0,4.885097,0,0,0,5.119448,0,0,0,0,0,0,0,0,7.942552,0,0,0
641,0,0,7.1099243,0,0,0.33907336,0,0,0,0,25.538137,2.0147238,5.5975037,0,0,0.26261133,0,0.28824258,0,0,1.8833942,0,0,0,8.966747,0,0,0,0,0,0,10.000855,0,0,0,1.2670724,0,0,0,0.8194701,0,0,1.3139812,5.212502,17.62469,0,0,0
642,3.4259422,0,0,0,5.408783,0,0,0,0,0,2.7125907,0,8.427539,30.289015,0.65780693,0,0,0,0,0,0,14.735681,3.1905491,4.906845,8.174759,4.177517,0,0,0.68895966,0,0,1.2035902,8.538382,0,0,18.150873,1.2848831,0,0,4.1587434,0,0,0.14360845,12.86535,2.5365784,0,0,0
643,0.73981583,0,4.467688,0,0,0,3.330318,0,0,0,14.954975,0,4.2716603,0,0,17.82647,0,0,0,0,0,2.690701,0,0.81349623,6.623651,0,0,0,0,0,0,11.764895,7.663396,0,0,0.1824218,0,0,3.3002088,2.687795,0,0,0,7.4907465,15.716396,0,0,0
644,0.909737,0,0,3.120229,0,0,0,0,0.03301723,0,10.704302,0,1.2659241,9.490471,1.1184772,0,2.944528,0,0,0,13.070015,7.818021,0,6.368618,10.612603,0,0,0,7.245044,0,5.6470637,0,9.305509,0,0,6.4412518,3.5063121,0,3.2843409,3.7449648,0,0,0,0,0,0.96077764,0,3.8839035
645,0,0,6.430842,4.3974175,0,0,0,0,0,0.5262227,0,2.3044875,5.6701174,27.48288,0,1.4017086,0,3.0119126,0,0,17.072456,12.064841,0,3.2158473,2.5203416,0,0,0,0,0,0,0.24626419,0,0.9948847,0,7.795307,0,0,17.680717,0,1.4058601,0,0,0,15.806851,0,0,0
646,0,0,7.7050776,0,0.6302104,0,0,0,0,0,0,0,7.497045,13.68115,4.1125913,0.07891326,0,0,0,0,0.22227237,11.164223,0,0,2.8193989,0,0,0,4.4005666,0,0,14.351705,0,0,0,0,0,0,0,0.5389624,0,0,0.8322068,3.89673,20.676558,0.20600188,0,0
647,0,3.0535424,0,0,4.836009,0,0.67839247,0,0,0,1.9792134,0,7.328369,25.168352,0,0,0,0,0,0,0,0,0,0,14.19648,0,0,0,1.3225379,0,7.2591224,0,0,3.219712,8.782411,0,0,0,0,5.3936405,0,3.1717117,0,0,0,1.9340839,4.7664113,6.541292
648,0,0,1.5482002,0,2.3770216,0,0,0,0.08035356,0.08674434,16.31116,0,0.007096166,0,0,0,0,0,2.239196,0,7.8726807,10.800266,0,0.47582814,7.203652,0,0.82152283,1.9511939,3.272222,0,0,21.123316,0,0,0,0,0,0,0,0,0,0,0,0,1.1091163,0,0,0
649,0,0,6.3482027,0,0,0.007122321,0,0,0,0,0,0,0,18.334784,0,22.566256,0,0,0,0,0,0,0,0,6.156807,0,0.1615713,0,0,0,0,19.2598,0,0,0,0,0,0,1.0588232,0,0,0,0,0,17.01729,0,0,0
650,0,0,0,0.3085115,3.882173,0,0,0,0,0,9.393371,0,0,31.913498,0,5.569785,0,0,0,0,0,0,0,0,3.8709981,0,0,1.1652467,0,0,0,17.96478,0,0,0,0,0,0,6.903923,0,0,0,0,0,18.14917,0,0,0
651,0,0.83961886,11.642011,0,0,0,0,0,0,0,12.700547,0,4.4406505,18.594612,0,16.777256,5.8717184,0.98527306,0,0,0,0,0,4.9794736,13.416979,0,0,5.7407446,0,0,0,17.852182,17.801079,0,0,17.63503,0,3.4987478,6.594406,0,0,0,0,0,0,0,0,0
652,0,0,5.9999137,0,0,0,6.027389,0,0,0,3.328474,0,1.1082023,26.781885,0,3.3247674,2.0081558,0,0,0,0,3.3853853,0,0,13.991543,2.279941,0,0,0,0,0,17.920248,28.382648,0,0,0,0,2.844795,0,0,4.4429593,0,0,3.2349074,0,0,0,0
653,0,0,3.5718014,0.86691606,0,0,0,0,0,0,17.291872,0.001463713,3.612824,9.232009,0,5.2535653,8.956627,0,0,0,0,6.109286,0,1.5236833,15.803915,0,0,0,0,5.963087,12.100907,9.873028,0,0,0.9219287,15.348237,3.30833,2.6654902,0,0.48839837,14.861339,2.7568362,0,0,0,0,13.542246,0
654,0,1.4606813,8.893247,0.71465194,1.0439028,0,0,0,3.8951004,0,0,0,0,0,0,1.1737235,8.259522,3.0867407,0,0,0,12.884798,7.4227185,0,15.780222,0,0,3.6682813,0,8.501341,0,10.7388115,0,0,0,4.957915,0,0,1.4676707,0,9.939802,0,0.1713868,0,22.918829,0,0,0
655,0,3.2589438,2.4841769,1.9993497,0,0,18.19668,0,0,0,6.5625596,3.7311404,9.684118,37.920456,0,10.749524,15.945081,13.902747,14.365096,14.578162,10.601676,17.757874,12.487559,5.6159244,23.775251,0,0,0,0,0,18.140368,19.020502,0,0,0,7.9213033,2.2625868,12.602653,19.775612,0,4.0054903,3.7057452,0,1.0955231,0,0,7.756688,0
656,4.6745114,0,5.3487244,1.8652908,0,0,0,0,2.3229508,0,13.563469,0,0,31.04164,0,3.739171,14.200514,6.7747273,14.634522,5.903499,38.990334,0,0,4.3113446,5.7296333,0,0.22907878,0.46875355,5.991336,7.091267,1.7900822,0,22.53802,8.798465,0.057265967,7.3172364,0,18.878763,7.506711,18.498415,10.743551,0,1.133595,12.150006,0,0.3640401,18.624977,0
657,0,4.028823,0,1.3596169,2.5173516,2.9843316,9.725561,19.690565,0.7092691,2.9797416,0.077262595,0,10.680385,11.894502,0,3.9753945,4.0424175,6.5460534,26.70543,13.299281,0,10.685104,8.827375,4.3135524,28.396852,0.12546186,1.2047994,0,3.0020885,1.3854346,31.554796,0.5484962,0,0,8.309158,2.613818,0.8894181,11.467048,0,0.20444055,5.118554,1.2670178,1.3303639,5.9297457,0,6.354523,29.288141,6.350385
658,2.5734327,0,0,4.6124206,0,5.650144,0,20.386295,4.5225067,3.4343517,4.693987,8.834801,0,0,9.379549,2.8428116,16.693975,0.15211594,31.69398,20.369879,9.42871,0,20.076643,5.546615,0,10.337415,4.3522496,2.7779827,2.4268813,23.477633,0,0,9.881592,7.050412,2.8219032,2.5155573,6.1412387,6.969053,7.7652526,0,0,0,2.6674283,4.097202,0.017071797,1.6280916,8.300637,2.1148002
659,4.1996913,0,1.0895637,1.3734308,0.06270312,0.8013381,7.0279536,26.10928,0.62336546,2.4503815,0,13.695386,0.4744621,0.07753479,7.3862677,0,11.688723,18.563704,14.954492,23.007254,14.480339,5.5958443,23.191319,0.7212021,6.0144444,0.45754677,1.3850164,2.7466156,5.290842,10.693929,0,0.5253049,4.0143185,2.086266,0,6.052283,2.9735408,6.3931217,0,7.1297507,0,0,0,7.6220775,2.1034691,3.9877038,15.880591,1.2911763
660,5.135808,0.5697396,0,7.801474,5.539319,0,5.501612,14.37511,2.3029046,4.5726566,0,3.7095938,0,0,0.31380588,2.030914,5.74557,1.4503756,23.606476,13.768356,1.4037582,8.397597,12.681299,3.8601437,2.8935668,3.7334461,0.2886055,0,1.9039277,2.6298249,0,2.0328283,7.598989,5.7127657,0,6.6398797,1.6769189,0,4.1716037,0.7269569,0,0,0,0,1.7493143,0,0,6.4057326
661,1.4594525,0,0.5095603,0.41063195,4.443157,0,9.372592,1.4488959,0,0,0,0.3095275,5.1614614,4.451686,3.823749,5.162336,7.8560967,7.383241,2.477093,16.379908,7.362208,7.3349905,21.7988,0.24922617,8.368656,2.0355835,3.5874994,0,7.414129,0,0,0,14.551899,4.2369556,0,13.539419,4.6279087,0,14.335821,1.6019856,1.741492,0.61405265,0,0,4.9494042,0,0,2.57712
662,0.22550172,0,0,1.9016837,0,0,6.6216726,26.341183,0,0.9722923,0,5.063648,0,9.54345,4.219712,0,0,11.455689,0,8.509308,15.74575,10.545473,12.947438,1.5430605,9.5591345,3.7454193,0,1.1317047,0.9216013,10.524275,0,0,0,2.3269422,5.707565,0.17906064,0,2.5159082,0,0,0.74649346,0,0.38859272,8.090346,0,0,7.5785007,2.6320884
663,0,0,3.864781,0,0,5.207817,11.834169,0,2.0566285,0,5.095517,0,3.4965987,3.3040519,0.48005378,0,5.3887224,0,2.1536698,0,16.630762,0,17.175688,0.3674214,3.5464802,2.65978,0,0,3.968666,2.9578078,0,0,18.417591,1.0885086,0,2.2862701,0,0,0.40294433,3.1007428,1.0106366,0,1.9443479,0,0,2.675276,7.355387,1.0154147
664,0,0,1.5571691,0.8530151,2.669171,0,3.5915892,0,0.88202876,3.5893536,6.7060246,0,2.6696231,21.567482,0,4.42021,0,0,0,0,12.643051,9.476715,0,2.7437131,4.2481065,1.8121179,0,0,0,0,0,0,8.954925,2.6137369,0,11.715101,0,0,0,0.33876556,1.820647,0,0,6.0918503,0,0.4537958,0,0
665,0,7.030106,0.60609484,0,0,0,0,0,0,0,12.585418,0,0,0,0,0,0,9.184363,23.077389,0,0,0,0,0,0,0,3.3809042,0,0.74755114,0,1.3527842,0,16.941442,0,0,2.988617,3.4750028,3.276826,0,5.628008,0,0,0,7.294236,7.063732,0,0,0
666,2.9344573,0,0,2.8875995,0,0.07294065,3.9634857,0,0,0,8.696222,0.4903287,2.6258874,0,0,6.770623,5.772071,0,0,0,33.8002,13.693809,0,7.551988,13.52386,3.7459707,0,0,7.3378057,0,0,4.5278606,11.989098,0,0,6.206759,0,2.3108258,9.277081,0,2.3684182,0,0,7.0465164,3.1872416,0,0,0
667,1.4054745,0,0,0,0,0,0,0,0,0,0,0,5.0619817,21.270348,0,0.08122841,2.8589864,0,0,0,18.425192,9.505627,0,1.56092,9.056357,0,0,0,3.0076458,0,0,0,13.512881,0,0,7.605885,3.6165123,0,5.7320876,6.293376,1.9658281,0,0,10.66675,0,0,0,0
668,2.9035528,0,0,2.5247705,0,0,0,0,0,0,0,0,2.1309223,0,0,4.4500747,2.056674,0,0,0,0,0,0,5.698142,4.2515936,0,0,0,2.6779263,0,0,0,8.715931,0,0,0,0.28597403,0,0,1.3644378,0.09580018,0,0,1.9182341,0,0,0,0
669,2.445603,0,0,4.0779014,4.172978,0.019401187,0,0,0,0,0,9.4342985,0,0,0,0,3.4588,0,12.285291,7.016607,0,1.4054458,4.941718,0,0,0,0,0,1.2485693,12.155782,0,0,0,1.6320208,4.698974,0,8.705633,0,7.8358383,0,1.6199465,2.2304156,2.0985963,0,0,5.527136,0,5.5364647
670,0,0,0,0,0,0,0,33.895443,0,3.9213953,3.0023973,4.9976945,0.061904293,0,2.3798058,0,0,6.176751,0,0,9.636848,5.232535,2.4768665,1.8462518,0,0,0.26034522,0,0,0,1.3197997,0,13.884652,3.5454445,0,0,0,0,0,0,0,1.3864263,2.3456883,10.95183,0,0,12.590277,0
671,0,4.471227,0,4.8150387,0,0,9.040912,0,0,4.392062,0,5.970209,0,0,10.277249,0,0,0,23.869318,5.570398,0,2.0288692,7.0170045,0,0,3.8345785,2.1943657,0,0.1961275,21.619886,8.38299,0,0,0,1.9311554,0,2.2943811,2.1745005,0,0,1.5169885,3.767208,0,0,0,5.606691,0,1.5821071
672,4.53839,0,0.9987671,0,0,5.553973,0,31.752804,0.5563772,5.676622,0,0.9064855,0,0,0.14791055,0,0,10.966298,5.273018,7.315801,0,0,10.273105,3.8614466,0,4.4200525,4.2164626,9.006333,0.5053317,0,0,0,0,2.2880127,7.9421315,0,6.741081,0,0,0,0,1.601923,3.8291898,0,0,0,5.3453546,0.22650035
673,0.48930424,6.785664,0,1.9051565,0.9046189,3.7452567,10.825063,8.124193,1.1013482,8.089725,0,0,0,0,6.88981,0.12861939,0.46748826,0.5539107,23.766586,5.9993343,0,0,6.8784003,0,0,3.4952235,0,3.5601408,0,9.6705885,2.1925187,0,0,0,1.1548024,0,1.9740247,0.68687564,0,8.210699,0,2.35932,0,1.0339458,0,2.4157884,3.7763293,1.668693
674,0,2.8850155,0.570218,0,0,0,0,20.809256,0,6.8828754,0,18.020199,0,0,5.0770764,0.52783006,0,8.982762,1.8124373,0.7641925,0,0,0,0,0,0,1.938103,0,3.2463372,7.3578925,7.419243,0,0,0,4.500434,0,4.920178,1.0671668,0,0,0,0,0,0,0,5.0578995,4.0577674,1.3402532
675,0,2.8544104,0,1.3797364,0,0,0,0,0,0,4.8564963,8.05666,0,0,0,0,0,6.040395,8.77498,0.47706804,3.100717,0,17.193256,0,0,8.222992,3.3172622,0,2.112988,6.776535,5.8108087,0,0,1.437799,0,0,1.5891317,0,11.302957,6.069315,4.637066,0,1.5664071,0,0,0,12.447283,4.0527525
676,0.3607483,0,0,1.1725931,3.3515773,1.7590032,0,0,0,9.084021,0,1.4885105,0,2.0121982,4.0613284,0,0.67372364,0,11.434105,5.0622096,0,0,2.7456632,0,0,0.7999477,0,1.3105794,1.7160432,4.5168257,3.4703288,0,7.419823,0,4.503065,2.178116,4.7025647,0.96694785,0,0,0,0,0,0,0,5.131906,3.53908,0
677,0,2.5485451,0,1.4873106,1.7235352,5.8713427,0,24.07203,6.358091,0,1.1712685,9.547359,0,0,1.895026,0,0,3.5311475,8.357649,10.493192,0,0,1.3996766,1.2110807,0,0,0.24785255,4.3073583,0,11.139715,10.941656,0,2.1222224,0,0.8817478,0,0.7434175,1.7207061,0,0,0,4.4278274,0,0,0,0.850294,3.4689035,3.1525185
678,2.946803,0,1.2777712,0,0,0,0,13.015675,0,2.4363747,0,17.580963,0,0,4.7890015,0,0.8930793,1.9590651,18.617737,3.6698046,0,0,2.9833636,0,0,0,0,3.5321023,1.1384882,5.953967,0,0,0,2.5736852,1.2403986,2.0244043,0,0,0,0,1.9029719,9.266411,1.1553658,0,0,1.11011,0.77128446,0
679,4.6485467,5.668507,0,2.1858704,0,0,0,9.814487,1.9580345,2.509476,0,0,0,0,0,0,0,0,0,8.131787,0,0.24231197,6.81663,0.01877437,0,5.0421915,4.56501,0,0,13.120782,10.775743,0,0,4.7074103,0,0,3.7304351,1.8628843,0,0,0,0,0,0,0,0.7324184,5.2317734,1.7043785
680,3.6458192,0.37248126,0,0,2.0009177,4.0789003,0,19.697937,0,3.6762347,0,0,0,0,3.344174,0,0,0.28280488,0,5.5682406,0,0,0,0,0,1.4245352,2.003021,3.254478,0,18.52049,0,0.076178946,0,0,1.3151271,0,0.8334578,2.9511223,0,2.9766102,1.1034822,4.9223156,0,0,0,0,0,2.1786385
681,0.68896616,2.230852,2.951755,0,4.417387,4.9525776,5.4777637,13.5363655,0,0.9953113,15.566443,11.318653,0,0,2.7371852,0,0,1.2174696,0,0,8.900822,0,0,0.8023206,0,0.6678277,1.8354613,0.7883102,0,8.301765,0,0,0,0,0,0,0,2.5533183,0,0,0,3.8803926,0,0,0,0,3.6528313,0
682,0,0,5.529255,0,1.2595166,4.165766,0,0,0,12.093881,0,0,0,0,4.9222794,4.6572704,0,12.723267,23.759657,3.1924078,0,7.1370835,1.5912641,0,0.35568208,6.9251776,1.8749034,0,6.8171306,0,0,11.720684,0,0,0,4.710697,0,0,10.3073435,0,0,0,0,3.606322,14.889999,0,0,0
683,5.096322,0,0,2.4696991,0,0,2.4258254,0,0,0,7.045952,0,3.6199985,5.8596125,0,0,1.5332762,0,0,0,15.221755,18.188091,0,8.749962,10.476264,0,0.1562673,0,5.2145042,0,0,0,19.53785,0,0,18.096855,0,0,0.8050811,0,0,0,0,5.5363517,21.11611,0,0,0
684,0,0,0,0,0,0,0,0,0,3.4869745,0,0,2.5541008,1.3591626,2.7971048,0,0,0,0,5.135779,0,0,0,0,2.0633366,5.5806475,0,0,8.096484,0,7.5780306,0,8.506026,1.3179542,0,0,0,0.049809594,6.6153574,0,0,0,0,0.7894517,0,0,0,0
685,0,0,0,0,0,0,0.5205979,0,0,0,4.3842397,0,2.2725897,16.168636,0,0,3.0251837,0,4.782724,0,11.6782055,5.1108356,9.945283,1.1302118,0,0,0,2.1134112,2.825205,8.423669,0,0,3.190593,4.8942056,2.4773111,3.630242,4.450388,1.498326,1.9298218,5.373585,1.1633132,0,0,5.283858,0,0,0,3.483083
686,0,0.54210126,0,0.15972333,4.940922,0,0,7.709871,0,0,0.39306045,2.260624,2.1104677,1.5843276,0,0,2.6695986,0,0,0,1.7675601,11.879723,15.302714,0,1.0695488,2.4699485,3.1325383,3.2660937,2.008579,4.2562256,0,4.666637,4.1805005,5.2763753,0,0,1.4024743,0,0,0.22253744,0,0,0,0,0,1.3496413,3.1542952,0
687,1.999853,1.367511,0,0,4.3468304,3.2001357,8.135944,15.309734,4.214646,0,8.432442,0,0.15174253,0,6.560951,1.1226808,0,5.8567076,10.495238,11.118762,15.1545315,0,5.235618,0.41285458,0.5108872,0,0,0,0,0,0,0,1.2123952,0,3.5283275,14.961519,0,0,0,6.5150833,4.065798,0.8122267,0,0,5.464237,0.96323216,4.693162,4.929346
688,6.41721,3.112074,0,1.5138389,0,0,1.9966742,0,0.3204919,0.67651016,17.909952,0,0,0,2.7324226,0,0,0,0,0,2.2419043,0,0,6.9285936,0,0,3.856194,3.057814,0,12.765928,4.202338,0,1.5882337,6.310064,0,3.8410003,0,0.6850603,2.3380823,0,0,0,0,5.05692,0,0,0,4.5381513
689,0.6263312,4.041211,0,0.34659553,0,0,7.6318216,0.60649663,0.22589254,0,0,0,0,0,0.7822535,0,1.224762,16.820562,1.9726058,7.840069,0,0,0,0,0,0,0,3.4890249,0,6.443099,11.270484,0,0,8.151222,0.94277257,9.73229,7.7844763,2.1177466,5.217272,0.2256645,0,0,0,12.707757,0,0,0,0
690,1.9157277,0,0.76471066,0,0,2.8998604,0,1.6040589,5.7731023,0,0,0,0,0,1.078296,0,10.050548,0,0,0,14.715028,6.669185,10.266072,0,0.48446903,0,0,0,3.9791834,0,0,0.6340315,1.4175534,0,0,0,0,2.8974128,2.1673448,2.940427,0.37124056,0,5.5666337,0,0,0,0,0
691,0,0,5.823636,0,0,0,2.4020371,2.6057076,0,0,0,0,4.251675,0,0,0,0,0,0,0,0,0,0,0,1.3835359,0,3.3782558,0,0,0,1.9563788,1.7292372,4.4018354,0,0,2.2712612,0,1.6046088,0,8.534824,0,0,0,0,12.696609,0,0,0
692,0,0,1.5123087,0,0.5048043,0,0,0,0,0,8.754945,0,0,29.571758,0,22.28795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.433417,0,0,0,0,0,0,0,0,0,0,0,2.2887611,11.338167,0,0,0
693,0,0,0,0,0,0,3.7856507,0,0,0,0.9565335,0,0,32.39074,0,7.277897,0,8.37265,23.059689,3.3505316,0,0,0,0,0,0,0,0,0,0,7.2110095,0,4.904821,5.050545,9.785949,0,0,0,0,0,4.8790874,0,3.49576,0,0,7.356212,11.909983,0
694,0.83145064,0,0,0,0.4357583,0,0,23.058857,0,3.90001,0,8.252534,0.49628523,0,5.846687,0,0.6183207,11.625351,16.139368,2.464114,2.220093,1.2247778,13.86425,1.4378532,0.5832946,0,0,0.43491146,0,11.854221,1.8148755,0,7.487512,1.587023,0,0,5.090078,0,10.169215,0,0.056694996,5.544454,1.1573409,0,0,2.098636,1.3870505,5.0951996
695,0,4.86515,0,0.23016717,0,0,0,2.6148305,2.830344,2.5626848,3.344579,23.27263,0,0,0.9434018,0,0,0,2.5960517,9.308398,0,0,17.418236,0,2.5939782,4.3915505,0.39108527,1.3570215,0,18.688307,7.6397758,0,1.964154,0,3.1639981,0,2.5387135,0.56455433,0,0,0.35462046,6.972308,0,0,0,2.2102149,0,1.3452426
696,6.3672237,0,0,1.6661738,0,0.90233797,10.076732,14.483495,0,10.108849,0,0.67037374,0,0,5.361608,0,0,2.8688657,0.76332605,3.5412576,0,0,14.298999,0,0,0.6680471,1.9622109,0,0,6.984787,9.069318,0,0.1620469,2.7955756,1.2439793,0,0,0,0,0,0,0,0,0,0,0.28550118,0,0
697,3.9497313,15.19534,0,0,1.7002301,4.390879,0,0,0,5.1597095,0,30.763992,0,0,0,0,0,13.864206,19.75115,20.843481,0,0,7.652895,0,0,0,1.6789017,2.4188988,0,20.88464,4.148683,0,0,0,4.7420774,0,3.2001448,0,0,0,0,2.1781223,0,0,0,5.618891,3.7230327,0
698,0,1.9885141,0,2.5686433,0,1.457497,0,16.094572,0,2.6791139,0,9.789625,0,0,10.047097,0,0,0,16.560757,3.8795323,0,0,0,0,0,0,0,2.7470012,0,7.3935966,3.2784448,0,0,4.905709,3.3010192,0,0.40678123,0,0,0,0,3.2491138,0,0,0,0,10.651776,0
699,0,6.0700397,0,1.7500607,0.16570301,0,0,21.076492,0,3.04811,0,11.500177,0,0,0.22532517,0,0,4.141986,15.778278,4.213017,0,0,0,0,0,0,0.13611563,0,0,6.7439175,0.54507196,0,0,0,0.012762102,0,3.5740585,0,0,0,0,3.0033543,0,0,9.720081,0.84093195,0,4.071577
700,0,0,0,0,4.5209455,3.647295,0,7.319933,0,5.3237844,0,0,0,0,1.6984159,0,3.1659636,0,0,0,9.294908,0,0,4.3137765,0,0,1.4766444,0,0,0,0,0,0.497726,0,0,0,0,0,1.6859452,0,0,0,3.2219033,10.231146,0,0,5.4816885,0
701,0,1.2023342,11.110715,0,0,0,0,31.426653,0.2378725,2.5592852,12.496124,0,4.4629936,8.891351,0.07086607,0,3.3735185,0,2.84851,0,11.938797,11.901797,17.554874,1.9163673,1.3899633,5.6001267,0,0,2.385842,0,0,18.25945,6.550834,0,0,20.091314,0,1.1266341,2.2023115,0,0,0,0,10.530119,5.2701607,0,0,0
702,0,0,0,0,0,0.5572437,5.995053,10.028859,0,0,0,0,0,0,0,7.488256,3.0399458,1.7278067,0,0,11.818794,0.68794024,0.39311266,4.7660093,0,2.1701186,0,0,7.969053,0,5.399927,0,3.9793873,3.1431336,0,0,0,0.6068711,0,0,0,5.8015885,0,0,0,3.166164,0,0
703,2.1392448,0,0,0,0,0.043873128,0,0,0,0.45909965,1.5360999,15.257688,0,0,5.2237873,0,0,0.9613478,0,0,9.671975,0,3.67704,0,0,0,0,4.690181,0,11.502063,0,0,0,1.5061948,6.643246,0,3.4990814,0,0,0,0.044290803,0.78691584,1.5618988,1.8676577,0,0,9.114184,5.7124248
704,3.293366,9.062895,0,0,0,0.5232282,3.1109498,3.260904,0,5.6800675,0,0,0,0,0.18276253,0.30716902,0.8749952,0,4.702721,2.9391158,0,5.358924,0,0,0.5889159,4.4564285,0,1.3957248,0,13.763062,3.3122933,0,0,0,0,0,1.5343311,4.7670836,0.21917495,0,2.4228263,0.727328,0,0,0,4.8053393,11.714629,5.722115
705,0.5258266,0.24390788,0.43937117,0.052052077,0,0.4717491,0,16.3107,0.785612,0.3807282,0,0,0,0,0,0,3.7229185,0,0,0,7.69962,15.501452,11.207722,1.294628,1.0823537,0,0,0,3.0614693,11.405474,4.3929715,0,0,4.222226,2.481595,0,3.0098257,0,6.814001,0,0,2.2061603,4.82985,0,0,0,0,0.46974948
