x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037
915,0,0,0,0,0,0,0,0,0,0.50346494,0.7355107,0,0,8.830025,0,0,1.8459405,0,0,2.0328233,0.21572365,0,5.5529823,0,0.11216079,0.06558513,0.002786788,0,0,0,0,3.9838393,2.4001849,0,0,0,0,4.2833195
916,0,5.9142776,0,16.813318,0,0,0,2.9366548,1.6782409,0,0,0,0,0,3.6407702,0,3.8313415,0,0,0,4.853536,1.611232,0,5.695715,0,0,0,0,0.95724475,0,0,0,0,1.7427953,0,2.5152256,0,0
917,0,0,0.5549511,0.4027099,0,0,0,0,0,0,1.4429392,0,0,0.34904695,0,0,0,0,8.793536,0,0,2.598312,0,1.6725855,0,0,0,0,0,2.469593,0,1.483927,0,0,0,3.6689267,0,5.2543187
918,0.37759835,0,2.3243184,3.3736432,0,0,3.9823546,6.8342366,0,0,0,0,0.97043854,0.006085735,0,0.8304451,0,0,7.7853336,0,2.1195538,7.34335,0,1.915131,6.517627,0,0,0,0.3419876,0,3.1244447,2.046349,2.1207433,1.2281384,0,2.2520924,0,1.407206
919,0,3.745388,1.5095953,0,0,0,0,0,0,0,0,0,3.1019704,0,0.90192765,0,0.047212455,0,1.1909864,0,0,0,0,0.76301235,1.9312955,0,3.0911539,0,0,0,1.6542649,0.4962661,0,0,0,0,0,0
920,0,0,2.2895906,0,0,0,0,2.6334326,0,0.60801536,0,0,0.48341957,0,0,0,0,0,3.984513,1.1759137,12.802979,1.4869378,0,0,0,0,3.9640925,4.3563366,0,1.2074672,0,2.6338189,0,0,0,3.4721909,0,0
921,0,0,7.530216,1.9318234,14.6915245,0.12562902,0,6.5631948,1.826363,0,3.1660538,1.485698,0.16980308,5.892941,0,0,1.8645525,5.1062493,0,0,0,0,3.4822369,0,0,0,0,0,0,3.8082507,1.4715977,0.022525743,1.5470537,3.7531924,3.148866,0,9.424627,3.8009577
922,0,0,6.9260907,8.034851,0,4.2853613,0,1.2926145,0,0,0.4375237,0,0,0,0,0,0,0,1.1825597,0,0,0,1.7897546,8.808518,6.266933,0,0,1.7094877,0.14077587,0,0,2.4660063,1.3863211,0,0,0,0,3.4096289
923,0.07537217,0,0,0.44885722,0,0,0,0,8.660378,0,3.2000995,2.1870544,2.8586237,1.5632033,0,3.631601,0,0,0,0,0,1.0096612,0,0.713341,0.52027184,0,2.5581079,1.1132619,0,0.25793886,1.2273248,0,4.58989,0,0,0,0,0.70700353
924,0,0.741748,6.6576934,8.738323,2.3750591,0,3.939191,1.292011,0,0,0,1.7221346,2.3115792,0,0.18906571,4.2616544,0.63858545,0,3.595421,0,2.8780537,22.136047,0,0.7332403,1.4467653,0,0.3379816,0,0,0,0,0,0,1.2857726,0.4807759,0,24.105549,1.3990171
925,1.1474146,2.3906155,4.236336,2.335869,0,0,0,0,3.8860984,0,0,0.29721385,1.2232789,0.9388755,1.2435064,0,2.7473395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28684714,0,0,0,0,0
926,3.4154847,0,0,5.636086,1.1348524,0,0,0,3.5122628,1.842537,2.5838006,0.36296892,0,0,0,0.29040843,0,3.8580701,0,0,0,0,2.1903644,0,0,6.185468,6.481141,0,0,2.434887,0,0,4.2730603,0.032245364,0,0,0,0
927,0,0,0,9.281376,0,0,3.2100005,0,0,0,0,0,0,0,1.7625356,0.9966468,0,8.017288,0,1.399401,0,0,2.5498123,0,0,0,0,0,0,0,0,0,0,0.44733483,0,0,9.076781,0
928,0,0,0,1.6226434,9.475176,0,0,0,0,0,0,0,0,3.976806,0,0.8548165,1.4981365,1.755458,0,0,0,0.119622394,0,0,0,5.5069118,0,0,1.5941929,0,3.82718,0.99938,1.0201942,1.9137642,0.30577016,1.2527665,10.434087,2.2320209
929,0,0,0,1.3919095,0.7529904,0,0,0.9646905,0.4306137,1.4423343,0,0,0,2.088988,0.11281813,0,0,0,0,0,0.1322546,0,1.52693,0,0,0,0,3.5397272,0.14780349,0,0,0.59699726,0,1.3670355,0,0,0,3.095283
930,0,0,0,0.79483396,0,1.4613792,0,0,4.274968,1.9138732,0,1.3204734,0,0,0,2.321127,0,0,0,0.10792826,0.5737056,5.184282,1.49492,0.30433628,1.6719235,3.323006,0,0,2.1025288,0,0.078090556,0,1.5077723,0,0,0.8889484,0,2.5118878
931,0.96162677,7.9650974,8.879361,11.093624,0,0,1.5236892,0,0,3.166021,0,0,2.0536106,0,0,3.2850318,0,0,2.8381927,0,0,0,0,0,0,0,2.0634778,0,2.349359,0,0,0,0,0,0,5.539519,2.957806,0
932,2.143485,15.412302,7.4040785,5.6386356,0,0.8361998,7.420519,0,0,2.161074,0,0,0.039215136,0,0,0,5.0098777,0,4.5161386,2.3393652,0,3.5670607,3.1090057,9.693545,3.1972823,4.0809073,0,0.97827643,0.1441159,0,3.6273863,1.177035,3.254308,0,0,0,0,0.46084762
933,0.061638005,0,3.1275065,5.575442,2.1329396,0,0,0.21476541,0,0,0,3.5796478,0,0.21058829,0,0,0,0,0.8004741,0,0,12.319713,0,0,0.86051685,0,0,2.682027,0.6722232,0,0,3.1296911,0,0,1.993939,0,0,0
934,0,0,0.02325822,8.127659,0.87765086,3.2403529,2.5244324,0,0,0,0,3.0566614,0,0.9409829,0,1.4355476,0,3.3396149,1.9257245,3.176256,0,0,5.8115783,0,0,0,0,0,0,1.3143489,0,0.10131369,0,0.024566006,0.3710621,1.6759394,0,3.1741414
935,0,0,0,0,0,0,0,3.4167292,0,0,0,0,0,0,0,0,0,1.3991419,0,6.521109,0,3.1858833,0,0,0.52423453,0,0,0.92953694,0,3.1152759,0,0,0,0,0.93587995,0,9.773356,1.1210222
936,0,7.227394,3.1813822,3.7365246,0,0,0,0,0,0,0,0,0,2.367239,0,1.7158015,2.446902,6.1334224,0,0,0,0,1.2387599,0,0,3.2629418,0,0,0,0,1.475259,0,1.2002192,2.979013,0,1.5295825,0,0
937,1.0918384,0.07493223,0,0,7.074818,0,0,0,0,0,2.0147197,1.0101848,0,0,0,1.9640318,0.18288615,0,0,0,0.3666085,3.054265,0,3.6369176,0,0,0,2.1994107,0,0,0,3.1835914,1.391469,1.2896713,0,0,0,0
938,0.2864661,0,2.6664972,0,7.1780596,2.6833591,2.0054538,1.61568,0,0,0,0.51303566,0.5440027,0.14627069,0.93580246,4.158334,0,7.0407777,0,0,0,5.5603385,2.3225942,0,0,5.5153704,0,0.92533,0.48474953,0,0,0,0,0,0,2.9223537,0,2.1908345
939,0,3.6627986,0,0,0,2.097759,4.823181,0,1.9733233,0,0,0,0,0,0,0,0,0,2.5184343,0,0,0,0,0,0,0,10.927267,0.5381892,0,0,0,0,0,0,1.2866324,0,0,0
940,0,3.762905,0,0,6.516594,0,0.86611533,0,4.707361,0,0,0,0,0,0,0,3.6977277,0.22917679,0,1.0491545,3.7616725,0,0,0,3.6058662,0,1.7947581,2.5745142,0,0,0,0,1.7727641,4.2433105,0,0,0,5.250218
941,3.4849768,0,0,0,0,0.80154425,0,0,0,4.455392,0,0.9143807,0,0,2.5930207,4.522001,0,0.53003573,3.4556775,0,0,0,2.5008657,0.75717884,1.6953472,1.7855514,0,0,1.5087298,1.1787847,0.4263854,0,2.0605788,0,0,0,0,0
942,0.03389496,0,3.8516214,0,0.9071468,0.5241192,3.488226,0,0,0,0.62194794,0,0.49771768,1.2037766,0,2.1955054,0,0,7.4461823,0.58311105,0.50162315,0,0,0,1.5113362,0,0,0,2.5705347,5.0794716,0,7.1486106,0,0,1.1109366,5.5234213,3.295953,14.440933
943,1.0920067,0,0.9009093,5.884181,5.7229004,0,2.6430986,0,0,0,1.8548476,0.41824728,2.3299983,0.9900845,0,4.3401113,0,0,0,0,0,14.501709,0,5.5384054,4.095121,0,5.00247,0,1.0675136,0,0,0,0,0,1.5109622,5.4089265,14.691292,0
944,0,1.1224071,0,0,21.1383,0,3.199848,1.4037193,0,0,0.6043646,0,0,0,1.9925433,0,2.4576619,0.66554135,0,0.07988086,0.09801248,0,1.3413053,0,1.3593763,0,0,1.049147,0,1.0504711,0,0,0,0,3.284254,0,0,0
945,0,0,0,0,0.60893756,0,0,9.40118,0,1.2804632,0,0,0.91623163,0,0,3.9457023,0,0,0,0,8.715592,0,0,0,0,2.503968,1.4264845,1.6430713,0,1.1516786,0,2.1768036,0,0,1.0441762,1.6220112,2.1838791,0
946,0,0,4.545978,0,0,0.3115215,0,0,8.388844,1.4459237,2.6808994,0,0,2.3464806,0,5.455481,0,0.9110614,0,0,0,5.9367385,0,4.038547,0,0,2.5236506,0,0.09201248,2.2392678,5.45323,0,2.668718,0,3.9311986,1.4975666,5.2322497,0
947,0.37610817,8.61351,0,0,0,0,1.5708226,0,0,0,0,0,3.7081063,0,0,0,0,0,0,0,0,0,0,9.229482,0,0,0,0.7514904,3.4123366,0.92642736,0.36938378,0,0,0.6458072,0,0,19.625921,2.9041471
948,2.3719225,0,0,0,0,1.5724409,0,0,3.781104,0,0.2220596,0,0,0.31544578,0.2221547,2.9245346,0,0.4053389,3.285419,0.6163799,0.31293094,0,0,0.23752771,2.368744,7.517833,0,0,0,0,0,0,0,0,0,0,0,0
949,0.4609116,0,0,0,6.8127637,0,0,0,0,0,0,0,0,2.5603173,1.1778289,2.36676,2.3156028,0,0,0.06568225,0,0,0,0.08254044,0.3235446,0.43687558,0,1.940707,0,3.2262251,0,0.7544488,0,0,0,0,0,4.2662897
950,0,0,7.063247,18.582737,0,4.8701715,3.323277,0,0,0,0,0,0.91771173,0,0,0.98325866,0,0,0,0,0,1.1988087,1.1249992,7.900224,1.1423355,0,0,0,0.4270398,0.18070722,0,0,0,2.5493352,2.2208846,0,0,0
951,0.53504664,0,0,5.875538,11.3933325,0,0,1.6264266,0,5.1307287,0.4091884,0,0,0,0,0,0.5333268,4.396071,0,0,0,0,0,0,0,5.213181,0,0.72424996,0.13837296,0,0,2.1692452,0,2.42753,0.89079267,0,0,2.4306118
952,0,0,0,0,0,0,3.02009,0,3.8903377,0.3897766,0,0,0,0,2.1991284,0,0.9879699,0.23246948,0,0,0,0,0,7.898941,0,0,0,0,0,0,0,0,2.0126429,0.07030847,0,2.1110592,0,0
953,0.77102643,5.130891,0,2.0134761,0,4.3498845,0,0.53896946,1.859837,0,0,1.6153688,0,0,0.77709085,0,3.403155,0,0,0,2.803643,0,0,0,0,0,0,0,1.198449,0,0,0,0,0,0,0,0,0
954,0,11.813084,0,0,0,0,0,0,7.05319,0,1.5547863,0,0,0.9200986,0,0.5859146,0,2.8149834,0.61686724,1.2905463,0,0,0,0,0,0,0,0,0.22403276,0,0,0,4.642951,0.2920716,0,0,0,0
955,0,0.47749442,1.8032837,0,0,0,0,0,0,0,0,0,0,0,0.57247967,1.3314177,0,0.43738475,0,3.7370312,3.5959544,0,0,0,0,5.293693,4.7815657,0,0,0,0,0,0.99411434,0,2.1259618,0,0,5.610305
956,4.244734,0,0,4.23767,10.601835,1.8336838,0,0,0,0,0,1.1764348,1.554942,1.2705948,1.548249,1.7636132,1.1448591,4.386565,0,0,1.6010288,0,0.6491899,0,0,0,0,0,2.3544447,0.36295164,0,0,0,0.20961398,0,0,0,0
957,0,0,0,0,0,0.9049198,0,0,0,0,0.46486086,0,1.2044871,0,0.4399108,0.26192808,2.4628081,0,4.971853,0,0,4.5337734,1.1221467,0,0,0,0,0.06866227,0.057826683,0,0,0,0,4.1857443,0,0,0,6.4531336
958,0,0,0,4.609737,0,0,5.8564053,0.08856333,1.592315,1.3570743,0,1.5479338,0,0,0,0,0.5970515,0,0,0,0,10.378107,0.40708268,1.1261138,0,0,0,0,0.044504795,1.4682624,0.6052364,0.60473937,1.5495107,0,0,1.2319438,0,0
959,0,0,0,0,0,3.6080632,0,6.2865424,0,1.2502805,2.2889574,2.0410678,0,0,0,0,0,0,0,0,0,1.6512606,0,4.3945475,1.2883794,0,1.8318901,0,0,1.3398137,2.152632,1.0236933,0.2839781,0.5145455,0,0,3.7549744,0
960,0,0,1.1293181,9.222089,0,2.9561906,3.5325704,0,3.216319,0.16172986,3.9144523,5.543803,3.5746622,0.7963055,0.7770991,0,0,0,0,3.1086235,2.5619195,0,0,0,0,0,0,0.7645095,0.2041043,0.81543624,0,0,0,3.556696,0,0,0,0
961,0,0,0,0,0,0,0.25414655,0,0,0,0,2.248144,0.6160775,0.40443173,0,0,0,2.3883045,0,2.2205846,0,0,0,0,0,10.63591,0,0,0,1.583978,1.6206905,0,0,0,0,3.0339074,11.499257,0
962,3.307198,0,0,10.141191,0,0,0,0,0.92236346,0,0,2.3771698,0.42042282,0,1.6394273,1.1165493,0,0,0,1.3838595,1.4141634,4.116563,0.62496406,5.613066,2.1591783,4.6213174,0,0,0.83662367,0.7388517,1.539917,1.0064822,0,0,0.40941706,0,0.91822416,0
963,1.1279624,0,3.670583,0,3.1210287,0.21102385,10.94864,0,0,0.8698582,2.209879,3.407149,2.0104554,0,0,0,0,2.881038,0.67100525,0,6.9238534,1.4303339,0,2.7894766,0,0,5.551364,0,0,0.27191776,0,0,7.2867603,0,0,1.6796476,0,0
964,0,2.9228542,0,0,0,0,0,0,2.745323,0,0,0,2.1494706,0,0,0.006841598,0,2.4364512,4.4535985,0.3293217,0,0,0,0.08367311,2.2816584,0,0,0,0,0,7.399548,0,0,0,0,2.5987713,13.897627,1.4461768
965,0,0,6.995488,0,2.6840146,0,2.3278947,0.839112,0.57199365,2.2699935,0,0.95613843,0,0.9535845,0,0,0,0,0,0,0,1.4865308,3.9418187,0,1.0601873,0,0,0,0,0,5.4486895,0.566352,0,1.092947,0,1.0931053,2.6030412,0
966,0,0,6.8101497,0,0,0,2.7604897,1.1418816,1.0647433,0,0,0,0.5581092,0,1.0163336,0,0,3.2207713,0,0,0,1.2932943,3.6676216,0,3.4777,0,1.298748,2.3200462,0.2278325,0,0,4.60208,0.43483084,0.898309,0,0,0,5.983615
967,0,0,4.775542,0,23.020525,0.93121636,0,0,0,1.8539643,0,0,5.055158,0,0.42789334,3.9680698,0,0.5631566,0,0.92416835,0.039194163,4.4033084,0,0,0,0,6.1634655,1.4767009,0,0,8.348446,0,2.043129,0,3.5252037,0,16.112867,0
968,0,5.213307,0.2456373,11.118713,0,0,0,0,0,0,0,0,0,0,0,3.3054368,0,0,2.8498547,0,0,9.983424,0,4.950753,0,0,0,0,1.5174159,0,0,2.6389208,1.775256,0,0.8613219,0.7131449,0,0
969,0,0,8.348537,0,7.1919994,0,10.139077,4.593954,1.8113118,0,0,0.8446651,0.99845785,0,0,0,0,0,4.663793,0,0,0,0.52836275,0,0,0,0,1.1322038,0,1.3386084,1.6727049,0,0,1.1453547,6.019525,2.9543464,8.759779,0
970,1.8609122,0,0.29346168,2.1643836,0,0,0,0,1.9777387,1.5124152,0,0,0,1.0947077,2.5249903,0,0.6073352,0,6.097517,3.0942469,0,0,0,0,0,0.2129858,0,1.0778307,0.91069293,0,0,0,0,0,0,0,0,3.8323312
971,0,0,0,0,0,0,0,2.433487,0,0,0,0,0,0,2.380373,0.40811902,6.726607,0,2.4973366,0,0,7.186936,1.425626,5.305067,1.2032626,0,1.7028078,0,0,0.3152449,0,0,0,0.12472762,0,0,0,0
972,0,0,0,0,0,3.1313562,0,0,1.254003,0.5514013,2.0316145,0,2.868646,0,0,2.8848612,2.0873482,0,3.2972033,0,0,0.42350546,4.736102,0,0.58285403,0,3.5908554,4.8249016,0,0,0,0,0,0,1.3439294,0,0,5.223166
973,0,16.310404,1.1437964,0,2.9571044,0,0,1.8649457,0,2.1124368,0,0,0.35397646,0,1.7847226,0,0,12.274006,3.3740242,0,0,3.8608723,0,4.763464,2.1078575,0,6.0005193,2.2646985,0,0.72892314,0.4455853,3.2275276,0,0.84071994,0,0,5.6419463,2.5213206
974,1.00881,0,0,0,0,0,0,0,0,0,0,0,1.8672684,0,0.9806122,0,1.1752944,2.2805607,0.72833896,0,5.2244763,0,1.2083075,0,0,0,0,0,0,0,0.22861445,0,0,0.029955441,0,0,0,0
975,0,5.447244,0,9.467372,0,1.4950513,0.96509194,0.5584286,0,0.17621621,1.7829607,0.21619932,0,5.2436237,0,0,2.0634296,3.0608687,0,1.8197615,0,1.7684778,0,0,0,1.8533256,0,3.762581,0.13648821,0,0,1.3622123,0,0,0,0,4.691115,4.509842
976,0.05296147,3.775872,0,0,0,0,0,0,0.38129658,0,0,1.6558332,1.1942093,0,2.5528677,1.3987728,0,0,0,0.658411,0.22777268,0,0,0,0.48357856,8.499353,0,0,0.36406893,0,1.0022986,0,0,0.21992163,0,0.40656692,1.6406845,0
977,0,0.29274422,0,0,0,0,0,0,1.0589687,0,0,0,0.9904697,0.92250574,0,3.4810176,0,0,5.8152614,0,0,0,0,9.122846,0,4.494009,0,0,0,2.7729194,0,0,3.7406337,5.116901,2.5449286,0,0,0
978,0,8.103447,0,0,0,0.29251596,0,6.9370475,0,0,0,0,1.5921881,2.7801864,0,0,0,0,3.489457,0,0,0,0.037824713,0,0,0,0,0,0,0.7517735,0,0,0,0,0,0,0,0
979,2.836273,0,0,2.4570735,2.2734077,0,0,0,3.5642352,0,5.3141265,0,0.2936452,0,2.9896574,0,2.3231988,2.3237224,0,0.8507448,0,0,0.53995496,0,2.8446543,0,7.213369,4.608385,0,0,0,0.06821419,0,0,0.3901086,7.590219,0,0
980,0,1.0496187,0,0,10.474504,0,0,2.947277,0,0,0.26927817,0,0.4816157,0,0,0,0,0,0,0.90200573,0,3.064154,0,0,0,0,0,0,0,4.0009103,0,0,2.4402566,0,2.8251936,0,3.7049816,0
981,0,17.388626,10.088519,13.183452,1.3161234,0,0,2.3779972,0,0,0,0.91494995,0,0,0,0,5.136128,4.7348685,0,0,0.9032583,0,1.401168,0,0,4.933717,0,0,0,0,0,0,0,0.2465726,0,0,6.83417,2.2714927
982,0,15.451291,0,0,0,0.42533278,3.0897176,4.3708034,0,0,0,0,0,0.37857968,1.0590309,0,0,4.4418097,0.285054,0,0,0,0,6.5538106,0,0.40583238,0.3110643,1.0677001,0,0,0,0.89835227,0,0,0,0,0,0
983,0,0,6.8855295,0.652595,6.7612405,0,3.3569639,0,0,0,0,1.7669129,0,0,0,0,0.54931015,0,0,2.083463,2.4386454,0,0,0,0,4.803683,0,0,2.9323335,0,0,0,1.6505821,0,0,0,5.6789303,0.60546905
984,0,3.9999828,0,0,0,0,0,0,0,1.1152359,0,0.34137544,0,1.7501025,0,0,0.901577,1.458613,0,4.1921515,0,0,0,0,0,0,0,0.6006097,0,1.0706643,0,1.4959168,1.5699394,0,0,0,0,0
985,0.015007966,0,7.9257913,0,0,1.0371423,0,2.7806275,7.2941675,0,1.3376098,0,0,0,0,0,0,0,2.006445,0.34773496,7.6850905,10.60529,0.54591775,0,3.2704103,0,0,0.9506676,0,0,0,0,1.4797455,2.9305735,0,0.7813538,4.1882825,0
986,0,0,0,4.2150965,18.9672,0.49409175,4.5242467,0,0,0,0.4306977,0.16697909,3.7973232,0,0,0,2.7939792,0,0.4628796,0,0,1.3363862,0.17639337,0,1.37363,0,4.2992783,0,0,0.49492553,0,0,0,0.4502703,0,3.6995516,0,0
987,0,0,0,0,0,0,0,2.2577822,0,0.38955337,0,0.70968395,0,0,4.7667475,4.7042813,1.1896302,0,3.4550924,0,4.3284125,7.6396523,6.663389,0,0,9.738104,0,1.3302228,0,0,0.2868346,1.1824647,2.371903,0.6845899,0,0.40299523,0,8.890224
988,0,0,2.5884018,16.246265,0,0,0,0,4.0082717,4.2097425,0,0.5895854,0,0.7886915,0,0,0,0,0,0,1.9985799,1.0573038,0,4.0366044,0,0,0,0.24690093,1.7774414,7.49489,0,0.5464116,0,2.1832247,0,0.06687109,1.7804021,0
989,0,0,0,0,5.669917,0,0,0,0,0,1.8571973,0.16989289,0.46384123,0,0,1.0020301,0,0.61080015,0,5.530536,0.03790078,0,4.9042745,0,0,1.1672921,0,2.2062998,0,0,2.3980985,0,1.0408422,0,0,0,0,0
990,0.4785627,5.2832637,0,0,7.87425,0,2.3446877,0,0,0.9573971,0,0,0,0,1.6159153,0.5224648,3.979974,1.9903901,0.89595884,0,11.894512,5.502296,0.9894132,1.2212976,0.027510699,0,0,0,1.9617128,0,0,0,0,4.9829154,0.35051182,0,1.5453374,0
991,1.3506113,10.949979,6.5796375,0.57929736,0,6.2007775,2.197191,0,0,0.1669202,0,0,0,0,0,0,0,4.527046,1.4431112,2.553075,0,0,0,0,0,0,0.25604627,1.5842321,0,2.4356105,2.4979775,0,2.4301307,3.7443726,0,0,1.0464784,4.500083
992,0,0,0,8.815743,1.5736523,0,0,0,0,0,0,0,1.9401476,0,0,2.1109712,0,0,0,0,0,3.3395195,0,0,4.119967,0,0,0,0,0,0.3268759,0,0.5755078,0,0,0,2.7299082,0
993,2.9163523,0,0,0,1.4413694,0,2.9189131,0,0,0.80995476,0,0,0,2.3791826,0,3.3200104,0,0,0,2.459848,0,0,0,4.633486,0,5.369463,2.398784,0,0,0,0,0,3.9676616,1.0314938,0,0,5.078691,0
994,2.174041,8.360687,0,0,0,0,0,0.26375404,0,0,2.258259,0,0,0,0,2.4106772,0,0,0,1.0525645,6.2597394,0,3.441401,2.9293804,0.25401726,0,4.3844957,0,0,0,2.5938027,1.1790429,0,0,4.6548953,6.555423,0,0
995,0,10.159686,0,0,0,0.7184562,0,2.9786117,5.894402,0,0,0,0,0,0,0,1.3409027,0,0,0,0,0,0,0,0,0,0,0,1.0284129,0,0,3.4726646,0,0.84189606,2.0918393,0,2.375202,3.3728328
996,0,7.1873426,4.866262,0,8.338736,0,0,6.0351343,0,1.5218555,0.40414944,4.163997,0,0.0447554,0,1.6032143,3.6331143,0,0,0,1.182208,0,0,0,0,0,0.17703542,1.0914321,0.14177866,0,0,0,4.504632,1.8662381,0,0,3.9205608,0
997,0,0,0,0,0,0,4.7373166,0,5.63011,0,0,0,0.043462664,1.5898623,0,0,0,1.2508706,0,0,7.1886187,0,0.32281289,0,1.050288,1.428404,0,0,1.7324548,0,0,0,0,0.63319486,0,0,0,0
998,0,1.0202842,0,0,0,0,0,0,0,1.9723107,0,0,0,0,0,0,1.147103,0,0,0,0,0,0,0,0,7.330686,1.426151,0,0,0.95814526,0,0,3.9301977,0,0,0,0,0
999,3.9476638,0,2.2324047,4.9948406,11.044279,2.7966466,0,0.8290828,0,0,2.4541378,0,0,0.054558706,0,0.3278848,0.6050356,0,0,0,0,0,0,9.470487,2.0939624,1.9683338,0,0,0.24636415,2.0514758,0.24025525,0,0,0,0,1.5910083,0,1.5827165
1000,0.18755856,0,7.6425643,0,3.3244212,0,1.1027917,0,0,0,0,0.40534532,0,3.9241703,0,0,0,0,6.3301387,0,3.9810877,3.645476,0,0,0,5.701161,0,0,2.9633818,1.3198236,1.6916181,4.1921206,0,0,0,0.16497636,6.582459,1.8370951
1001,0,0,0.061031137,0,0,0,1.6681088,0,7.934162,1.5988545,3.1817262,0,0,0,0,0,0,0,0.7064756,0.9055208,0,0,0,0,0,5.0559597,0,1.612304,0,0,0,0,0,0,0,0,10.882308,0
1002,0,3.9704263,2.865408,0,0,0,1.881596,0,0,0,0,0,0,0,0,1.5642194,0.1344602,0,0,0.37208346,0,0,0,0,2.3585775,8.422667,5.319373,1.3797323,1.1535093,0,0,0,1.0679362,0,0,0,13.499097,0
1003,0.22476906,0,0,5.2045174,0,0.08574175,0,4.415014,0,0,0,0,0.8862287,0,3.798739,0,5.9433,11.402563,0.0885022,2.6371117,0,0,0,7.2855,0,1.2085264,0,0,1.1938806,0,0,0,9.549988,0,0.2254691,0,0,0
1004,1.181554,3.9697032,0,0,0,3.5617557,0,1.2888458,4.55964,0,0,0,0,1.6623437,0.661155,1.8977345,3.9235816,0,0,3.2946815,0,13.107666,0,0,0,0,0,0,0,1.783066,3.1972253,0,0,5.3687396,1.1188778,0,0,5.196692
1005,0.36402136,8.492896,2.2855613,2.3115106,0,1.776892,0,1.1107639,0,1.6174611,0.7533704,1.8077025,0,1.9430205,0,0,0,0,1.9596994,0,0,0,5.092441,8.007087,1.007987,0,1.1713302,0.8064211,0.6543077,0,0.28702793,0,5.0409913,0.18938936,0,0,9.632378,0
1006,1.3119849,0,0,5.8275228,2.440184,2.163217,5.095923,0.42699248,0,0,0,2.3923612,2.1147842,2.0476818,0.32905143,0.8834726,0,0,0,2.868643,1.2881008,0,0,0,3.7289627,0,1.7081572,0,1.4822065,0,0,0,0,3.616716,0,4.9412236,9.4689665,0
1007,2.5781257,0,0,15.055291,0,0.16238862,5.6218524,2.5967038,0,0.2230425,0,0,0,0,0,3.137361,0,0,7.6777143,0,2.415363,0.50697404,0,3.5827768,0.49223742,5.8986855,0,0,0,0.008969099,0,0,0,0,0.17766538,0.49858016,11.024711,0
1008,0,1.9413992,0,4.606084,0,0,0.7267956,0.06458984,0,0,0,2.505359,0,0,0,0,0.31758246,0.9368962,0,3.376712,1.5515468,9.745979,0,0.8923563,0,0,0,3.1678426,0,0,0,0,1.323999,0,7.365117,0,0,0
1009,0,6.446999,0,0,0,0,0.9313128,0,7.09322,1.7046137,0,0,0,2.5000277,1.0837473,0,0.29430655,0.07146022,0,3.0005143,0,0,0,4.856376,0,0,0,0,0,0,1.8157735,0,0,0,0,4.2825956,0,2.3819706
1010,0,0.3287095,4.349913,7.2861123,0,0.7090573,0,0,0,0,0,0,0.63315946,0.18324447,2.3571289,0,0.096452616,1.1885959,0,2.1717231,0,2.7604575,4.1430283,0,0,0,2.8496382,0,0,0,0,0,0.674038,0.35601223,0,0,0,0
1011,0,3.0413175,0,0,0,0,3.2875903,1.8925396,0,1.3224492,0,0,5.4568367,0,1.9224708,0,0,1.3931271,0,0,5.040397,0.08829383,0,2.8123546,0,0,1.1316903,0,0,0,0,1.233266,0,0,0,0,0,0
1012,0,3.1061502,0,15.925886,0,0,0,0.37694094,5.1693277,0,2.9273725,0.15795685,0,2.3113768,0,0,5.1197844,0,0,0,0,3.5649571,0,4.7271976,0,8.463897,0.68715125,3.244266,0,0,0.72434616,2.8240895,0,0,0,0,0,12.886306
1013,0,0,0,0,3.4671106,2.9469216,0.48332977,0,9.058544,0.92890704,0,0,0,0,0,0,0,2.1026146,1.3991082,0,0,0,0.17065112,0,0.7785103,1.1190542,0,2.879776,0,3.2417452,3.0362334,0,0.7232198,1.6851952,0.4227517,1.0073276,0,0
1014,0.94691265,0,1.5095695,25.963673,0,0,0,0,0,0,1.5363958,0,0,0,1.3406385,0,0,1.5876238,3.6302872,0,0,0,3.7266834,0,0.43706635,0.25980625,0,0.32080558,0,0,0,1.7664999,0,0,0,0,0,1.5921224
1015,1.7766438,0,0,0,0,1.4485239,0,0,0,0,0,0,3.0582154,0,0,0,0,0,0,0,0,11.378773,0,0,3.9216142,0.9766704,0,0,1.4157382,0.8536129,0,5.0856977,0,0,5.127387,0,2.3524384,3.5821712
1016,0.45919675,0.20435543,2.0516992,0,0.2006763,0,0,0,0,0,0,0,1.1520573,0,0,2.7108936,0,0,1.7714919,0,0,0.72017205,0,27.006165,2.2165124,3.4406116,1.2190437,0,1.785163,0.784948,0,1.5893847,0,0,1.941385,2.6176698,0,1.9543093
1017,0,0,5.640409,4.6121764,2.1945446,0,0,0,0,0,0,0,0,0.6279239,0,0,0,0,0,0,7.0307283,2.8127208,0,0,0.9382809,0,0,0,0,0,0,0,0,0,1.2240882,0,0,0
1018,0,0.9812641,0,2.222143,0.88992065,0,0.5894635,0,0,0,0,0.5880547,0.3843634,3.6514382,1.4215665,0,0,0,1.8938878,0,0,2.5959828,0.6881673,0,3.7444727,0,3.7205114,1.0123694,3.2557523,0.3070222,0,0,0,0,2.3513627,2.0805082,2.9757504,0
