x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057
981,2.1037178,0,0.26464963,7.9488072,0,0,0,0,0,0,0.15387717,0,0,0,0,0.8643765,0,6.0302277,0,1.4874034,0,0,0,5.6042004,0,0.76126325,0,0,1.848895,0,0.3746412,0.41668585,0.5866155,9.154797,0,0,0,0,0,0,0,0.4609476,0,0,0,0.051215425,1.6745812,3.2494473,0,3.4318378,0,0.21290898,3.7434351,0,1.7046275,0,1.2232,0.35443306
982,0,0,0.33265343,0,0.30436814,1.5777051,0.83779055,0,0,0,0,0,0,0,0,0,0,0,0,0.10875063,6.8568134,0.61379427,0,4.1936116,0,1.8104283,12.733101,0,0,2.074441,0,1.2375294,2.981165,0.5968775,0,2.7479305,2.5798452,0,1.3649542,0.85812885,1.2641153,3.2001693,4.7257876,0,0,1.5814602,2.2834916,2.0539618,0,0,7.5140457,0,0,0.20102787,0,0,9.072827,2.9030905
983,0.195089,0,1.0867585,9.3053875,0,1.7958273,0.6902895,0.16727628,0,6.039345,0,0,0,0,0,0,0,5.3470535,0.46628946,0,4.746824,0,7.6301813,5.447245,3.3651903,1.9024655,6.1579604,0,0,4.680682,1.7377855,0,6.006189,1.6740298,2.1125925,2.9689286,0.7930569,2.1872723,0,3.4538367,0,0.10448549,0,0,0,0,1.347969,1.3092114,0.3166513,0,0,0,0.6228418,0.59997314,0.5270435,0.8402305,0,0
984,0,9.916501,0.9223271,0,0,0,2.3895946,0.52058303,0,0,0.7264468,0.9246387,0,0,0,0.33651167,0,0,0.039129574,0,4.8085403,0.30448675,0,6.6710253,0.1603896,0,0.80393064,0,1.0190426,0,0,2.9619286,0,5.194043,0,8.170364,0.96351373,0,1.7738526,0,2.6589968,1.9127821,0,0.43208098,3.8310816,0.030359725,0.4795002,1.8263785,1.246122,4.296764,0,0.80978334,0.9932357,0.020857463,1.5126313,0,0,0
985,0,0,0.07076631,0,6.6451244,1.8139355,0,0.048091564,0,0,0,3.9394724,0,0,0,0,0,0,0,0,11.895385,2.1889317,0,0,0.109830685,1.5834057,10.8859825,0,1.0392928,0,1.9303079,0.10300488,2.0976706,0,0,0,0.077893026,0,0.35939875,0,0,0,10.001066,0.24433048,5.8548985,1.451419,1.6040976,1.0113033,0,0,5.0663686,1.5304394,2.0998406,0,0,0,1.9090793,1.7873067
986,0.85653305,0,0.105658144,0,0,0,0,0.35137686,0,0.08660687,0,0.17707402,0,0,0,3.1677876,0,8.95062,0,0,4.896367,1.3205668,0,0,0,2.297633,3.8828666,0,0,0,1.1295142,0.57088727,0,0,9.775457,0,0.23002644,0,0,0,0,0,6.6438932,1.1871424,8.408575,1.5688281,0.95217425,1.6467558,0,6.702761,12.4480095,0,1.2864398,0,0,2.4618864,0,0.5121565
987,0,0,0,1.8818014,0,0,3.0080125,0.073224835,0.23794512,0,3.711978,3.5745814,0,4.351123,6.775608,0.666244,0,0,1.8856437,0,0,0.7390754,8.306813,0,0,0,1.23478,0,0,3.3582664,0,1.6186099,4.339154,0,0,1.0469192,0,0,0,0,0.66262627,0,6.7620893,2.090936,0,1.9777108,0.22935478,0,2.7673476,3.509112,1.6118693,0,1.6439004,0,0,1.296688,0,0
988,0,14.87406,0,0,0,2.2142406,0,0.35770544,0.97889715,0,0,0,0,1.0012505,1.8585268,0,3.2474334,0,0.4548342,0.064313315,0,1.2044532,17.581982,0,0,0,0,0,0,0,0,1.0611032,2.2453043,0,0,3.4950514,0,0,0,0,0.19179463,0.24736288,0,0,0,0,1.374654,0,0,0,0,0.98857844,0,0,0,0,1.8880324,0
989,3.0479255,0,0,0,0,2.6711557,0,0.24243152,6.4800253,0,11.103619,9.131883,0,3.7232027,18.165031,3.8183167,2.9127479,0,1.8652523,0.5293106,0,0,0,0,0,0,0,0,0,0,0,1.2555482,4.8793664,0,0,6.5538945,0,1.0277907,0,0,0,0,26.837833,1.8069065,7.833854,3.6137207,0,0,13.177719,21.25159,0,0.64009774,0,0,0,3.2308567,0,0
990,0,0,0,0,23.32456,5.11257,2.1222913,0.049177356,0,0,2.2997155,0.5309144,0,3.9117033,0,0,0,0,0,0,0,0,5.661579,0,0,0,0.22465277,0,0,0,0,0,0,0,0,8.478324,0,0,0.44814128,0,0,0,0,0,13.9597,3.0198638,0,0,2.556922,6.762139,12.620342,0,0,0,0.07291285,0,0,0
991,2.4682908,21.644127,0,0,0,8.109653,1.6458086,0,0,1.0994636,0,0,1.9073417,0,0,0,0,0,2.7474217,0,10.194402,0.10203709,3.4129672,0,0,0.53312093,0.6544741,0,0,0,0.77657855,0,0,2.0438058,0,0,0,0,0,0,0.8175825,2.500768,0,0,0,0,3.3075385,0.8795694,0,0,0,0,0.42780888,0.9136895,0.9787993,0,0,0
992,0,0,0.1363928,0,0,13.222143,6.4153104,0,0,0,0,0.6909677,1.2331153,0,26.196062,0.6426622,0,5.9079103,0,0,10.50831,4.0489225,0,0.7893292,0.033802833,0,0,0,0.5768533,0,1.8498993,0,0,0,0,0,0,0,0,0.9751869,0.57170296,1.3693237,0,2.7283545,2.1368546,0,0,1.0980622,0,0,0,1.8878071,0,0,0,0,1.9539126,2.8166301
993,0,5.7585616,7.948715,0.9100958,0,0,0.08724971,0,0,8.600422,0,0,2.4918418,0,0,0,0,0,0,0,0,0,0,9.613488,0,0,0,6.499611,6.1595798,10.447194,0,0,0,8.212532,6.605243,0,2.9885845,2.9809222,5.6727023,1.2318519,0,2.9537208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,0,0,3.3050578,0,0,2.1134074,3.0921896,0,1.1086358,4.4146166,0,0,1.3794199,0,8.679592,0.77228475,0,0,0,4.845608,0,0,0,10.928888,1.9177727,0.7851864,0,0.4600858,4.576516,0,0.23659976,0,0,0.8337793,2.352922,0,1.1700803,2.369091,1.5881418,1.8401399,0,2.820822,0,0,0,0,0,0.7045926,0,0,0,0,0,0,0,0,0,0.102495335
995,0,0,2.1560693,0,18.287819,0,0,0,0.3859974,2.762474,0,0,5.9300556,0,0,0,3.179643,0,0,0.9179444,0,0,0,0,0,0,0,1.1353855,0.4836127,4.307036,0.56924284,2.1834493,0,4.1458435,3.481728,0,0.47824508,0,3.7790024,0,0.34569532,1.5893352,0,0,0,0,0,0,0.17438626,0,0,0,0,0.46123838,0,0,9.824772,0
996,0,4.7573133,1.9912632,3.570407,5.1783757,0,0,0,0,5.2607355,0,0,0,0,0,0.9823227,0,0,0,9.469137,0,0,0,0,0,0,0,5.03364,5.1445904,2.9961028,0.025167942,0,0,0.6496321,3.2570815,0,0.30486956,0,0,2.4785702,0,0,0,0,0,0,0,0.39785823,0,0,0,0,0,0,0,0,0,0.5008872
997,0.5880102,35.675922,1.9849647,0,0.9396835,0,0,0,0,4.2996693,0,0,0.1007661,0,24.448568,0,0,0,0,0.9719929,3.1130216,0,0,14.23295,1.8226668,0.051914554,0,0.806327,2.507233,0,1.8672731,0,0,5.629147,0,0,0,1.100443,2.447051,2.665302,0,2.3657756,0,0,0,0,0,1.0151906,0,0,0,0.57126975,0,0,0.11675916,0,0,0
998,0,0,8.167968,15.4969425,0,0,0,0.1846434,0,3.2265975,0,0,0,9.397726,0,0,0,0,0,5.392381,0,0,0,12.277998,0.46121535,0.8223094,0,0.046681304,5.338619,0,0,0,4.8707385,0,0,0,0,0,0,0,0,3.054227,0,0,0,0,0,1.826775,0,0,0,0.3203954,0,0.6910973,0,0,0,0
999,0,14.001104,0,0,0,0,0,0.12942904,0,0,0,0,6.5918922,0,1.1559542,0,0,0,0,2.7816648,0,0,0,0,0,0,0,1.0780998,1.9324756,3.5495212,0,0,0,0,0.08623431,10.496067,0,0,0.5272682,0,0,0,0,0.39186153,0,1.6441287,0.7034111,1.4048707,3.1159134,0,9.368214,0,0,0,1.021351,1.1471173,0,0
1000,2.2452173,8.900007,0,0,0,0,0,0.12519781,0,3.3386097,0,2.1679218,0,0,1.1260692,0,1.4867816,4.374321,0.38575208,0.25633594,0,1.8548826,0,0,0.60918546,0,1.8745996,0,3.2066097,0,1.0863423,0,0,1.3974664,0.2939938,1.7885852,0,0,2.2039344,2.0237136,0,3.0652683,0,0,0,0,0,0.6329119,0,0,0,0.40319616,0,1.9820536,0,0,1.9247082,0.3035069
1001,1.6957779,0,2.4561305,0,0,0,4.1575656,0,0,0.84981495,0,0,0,0,28.187685,0,0,8.373318,0.46937728,0.36398435,1.1634237,0,1.1390188,0,1.8763617,0.27416316,4.1023073,0,0,2.516876,0,0,3.5790617,2.2677307,0.7185599,0,1.8794096,0,2.630544,0,0.35225275,0.47524258,5.883405,0,0,0,0,0.17004013,0,0,9.5360985,0,0,0,0.60587454,0,0,0.596461
1002,0.20679869,0,0,4.384498,0,0.12546383,0.35220778,0.069071464,0.032566935,0,0.6305081,0,1.1481726,0,0,0.1242332,0,0,1.7657685,1.4258425,0,0,0,4.223018,0.56781155,0,4.36971,0,1.7646564,7.5242147,0.21863532,0.72657233,0.004750688,0.12525395,4.800499,0,0.7999234,0,0,1.7949703,0,0,0,0.11311252,1.4515246,0,0.46759287,1.1111132,1.9070483,0,4.628864,0,0,0,0,1.9819772,0,0
1003,2.056491,0,0.2198861,0,0,0,2.0053124,0,0,0,2.3656723,2.369271,0,0,0,0,0,0,0.9174337,0,0,0.69201225,9.361619,0.883739,0.1982785,0.6995599,8.76769,2.3370416,0,2.6545236,0,0,0,0,0,0,0.050138477,0.4597129,0,0,0,0,0,0,0,0,0.4649345,3.1631742,0,5.14621,0,2.2685766,2.9617386,0.42770857,0.7960743,1.9115908,5.7692156,0
1004,1.6152505,0,0.8703605,0,0,0,4.463812,0.12587473,0,0,0.16874039,0.8323359,1.344011,0,0,0,3.1690526,3.106668,0,1.2528296,2.8460002,0,2.1026328,4.893611,1.4722286,1.3897902,0,0,1.7574238,0,0,0,0,2.1789703,2.8200686,2.8730571,0,0.335863,0,0,0,0.1620657,2.5788274,0,4.07352,0.41359702,0.9490211,0,3.3757496,0,0,0,0.2895742,2.372835,1.9784106,0.6146696,0,0.7704623
1005,0,0,0,8.006686,0,4.346944,0,0,0,1.0190969,0,0,0,2.8485553,54.946083,0,4.2353053,1.247135,0,0,0.15630558,1.4029653,9.938364,0.2873031,0,1.0831861,2.9962304,0.24716379,0.39159954,5.464139,1.9240249,2.4513705,0,7.4314194,0,0,0,0,0.1750398,2.789167,0,0.7562638,0,0.4681831,0,2.4732122,0,0.123221785,0,0,0,0,0.19433184,0,0,0.466733,0,0.33329594
1006,0,0.3520234,0.062758885,0,0,0,0,0,0,14.981599,0,0,7.6529217,0,0,2.3650143,0,3.5315583,0.3034218,0,13.1762905,0,5.752297,9.5887165,3.8778954,0,5.7682443,0,0,4.484707,0.21230234,0,0,5.7021894,0,6.4783506,1.5333401,0,1.3693298,0,0,3.3307345,0,0,0,0,0,0,0,0,0,0,0,0,0.49860752,0,4.0312977,0
1007,0,45.474106,2.4311435,29.370659,0,0,1.6947628,0.37259388,0,0,2.4162037,1.067248,0,0.108101904,1.6838872,0,0.74628764,15.836355,0.4364593,1.2499735,0,2.9646025,0,0,0,2.6480982,2.344194,1.5884397,0,3.1948924,0,0.1557131,3.8641183,1.930211,0,0,0.25020832,0,0,0,0.48480505,0,15.356087,0,3.3316247,3.1275058,0,0,0,4.2641253,8.24577,0.99423784,0,0,0,0,0,3.0197568
1008,1.9412477,0,0,0,0,0,0.5281387,0.4764368,1.9110154,0,0,0,0.000221718,1.4654343,3.5329475,0,0,0,1.3019489,0,0,1.1921284,0,0.934002,0.041492347,0.28766257,2.0622673,0,0,0,3.602334,0,0,0,0,4.511938,1.2981191,0,0,0.02404096,1.7050312,0,0,0.35420725,0,0.16400966,1.8415502,1.3428683,0,0.5304775,0,0.46843085,4.4324727,1.3513635,0,0,0.45430186,1.9238437
1009,0.031758625,19.745213,0.628097,0,0,0,0,0,0.00593214,0,0,0,0,0,0,0.09595608,0,5.1875396,0,0.42223907,0,0,0,0,0,0.7433763,7.3892956,0.79050237,1.6964967,0,0,1.6890613,0,0,0.53452694,0,0.26660076,0,1.527232,0,0,0,0,4.3127546,0.58845115,2.8026283,0,2.7285347,0,0,0,0.8924548,0,0,0,0.4758707,0.12527768,0
1010,0,0,1.4308821,0,0,0,3.2418585,0.7574372,2.25934,0,0,2.2478378,0,0.46339166,0,6.5763383,0.34257936,0,0,0,7.9348626,0,8.999381,0,1.3487209,0.040681645,7.503679,0,1.9203639,4.457993,0.25498503,0,0,0,0,0,0,0,2.403384,4.551914,0,0.12983415,3.3565905,0,2.8757718,0,0,0,0,0,0,0,0,0,0.77025867,0,3.293214,0.39705196
1011,0,5.8261876,3.2466269,0,0,0,0,0,0,6.2360077,0,0.082091495,7.3875065,0,12.998434,0,0.62440264,0,0,0,3.4866571,0.45341077,12.462916,1.0688492,0.39521924,0,0,0.18503886,3.9644692,0,0,0,0,5.028543,7.0914164,0,0.90531576,2.281262,5.4971595,0,0,0.15268657,0,1.2539753,2.7457132,0.52097577,1.6584901,2.1775703,0,0,0,0,0,0.34357145,0,0,0,1.9876034
1012,0,22.5104,1.0185426,14.59801,0,1.1681991,3.1254652,0,0,0,0,0,0,0,0,0,0.25990665,0.7517111,0,2.1318598,4.3218136,0.066702954,0,0,1.048084,0.7950189,0.25065395,0,0,3.563077,0,1.9533166,0,4.8186646,0,5.195133,0,0,0,0,0.85791284,0.73561925,0,0,0,0,0.5453517,0.55194664,0,0.11713957,0,0,0,0,0,0,3.3591142,0
1013,0.41733837,0,0,0,0,0,5.9885225,0,0,0,0,0,0,0,7.234496,0,0.9377267,1.6682549,0.1998418,0,0,0.75362957,0,5.4197893,0.90444356,0.48121738,0,0,0,0,0.95514923,1.8551326,4.973809,1.2205015,0,0.49771717,1.7851547,0,0.30337185,1.2527469,0.99998635,3.212222,0,0,0,0,0.51692665,1.2692561,0,7.938668,0,0,0,0.21196875,0,0.629988,2.9269516,0
1014,0,0,0,0,3.6873267,0,0,0.8498221,0,0.7389681,0,0.46494904,0,0,0,2.3178613,0,0,1.6081966,0,0,0,0,0,0,0,0,0,0,0,0.455304,0,0,0,0,0.77717054,0,0,0,0,1.2777022,0.01336234,7.695925,0,7.1273007,1.098646,2.5920413,0,1.6881083,0,17.742788,0,0,0,0,6.8171763,0.04810315,0
1015,0,0,0,0,12.553574,3.698101,3.1915853,0,0,0,1.440411,0.30405143,0,1.228975,3.4984782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0144256,0,0,4.6387906,0,0,0,0,1.2780781,0,2.322263,0,2.266059,1.0918423,0,0,1.2636982,6.5856586,0,0.1888234,0.2749666,0.2666891,0,0,0,0
1016,1.6446677,0,0,0,13.203325,0.75901914,0,0,5.0495224,0,9.047665,1.6458186,0,3.9206219,18.733965,0,1.5815655,1.2312856,0,0,1.3134725,4.602919,4.8343425,0,0,0.9755157,8.657275,0,0,4.657323,0.20060213,0,0,0,0,0,0,0,0,0,0,0,14.299211,0.4563635,11.836004,5.2158804,0.5174484,0,18.50383,7.9227233,5.0440936,0,0.053021733,0,0,2.359142,0,0
1017,3.1465511,0,0,0,0,5.543844,0,0,0,0,2.0277586,7.943776,0,0,0,0,4.3036885,2.205735,0.68231195,0,10.131027,0.31942886,2.0062716,0,0,0,0,0.45047876,0,0,0,1.3373978,5.4149904,0,0,6.339281,0,0.7623241,0,0,0.124804,0,10.326501,0,7.982684,1.8916153,1.2587938,0,0,0,0,0,2.0129313,0,0,1.1884893,8.65804,0
1018,0,4.527271,0,0,0,0,1.026642,0.6274491,1.716004,0,0,0,0,0,0,2.9134421,2.8676825,3.3669007,0,0,1.5472801,0.5199812,2.8449209,0,0,2.5842307,8.061963,0,0,0,0.16451348,0.8884336,0,0,0.02260371,0,0,0,0,0,0,0,0,1.2915102,0,0,0.20597874,0,0,7.123972,7.0214844,0,2.725913,0,0,1.2558453,0,0
1019,1.1408589,4.6728616,0,0,19.430817,0,6.936568,0,1.0645013,0,5.502625,0,0,0.4776575,0,0,0,2.723539,0.543937,0.49839383,5.114696,0,17.052778,2.5252438,0,1.5198365,0,0,0,0,0.38717723,0,0.09860301,0.80413437,0,0,1.0718802,1.2230749,2.4328382,1.2477657,0,0.49299145,0,1.9073706,4.8435416,0.7266639,0,0,17.64525,7.480585,9.367657,0.7891609,0,0.2905863,0.43444005,0,0,0
1020,0.23399356,0,1.000555,0,0,3.1274147,0,0,0,8.675759,0,0,5.088898,0,0,0,0.8672724,4.7009454,1.7941916,0,0,3.9628165,0,3.8407133,0.7460698,0,1.795485,0,0,0,0.6772757,0,0.16602983,7.046986,12.394319,0,3.1991305,3.1548228,2.8979628,0,0,2.3801103,0,0,0,0,0,1.5201299,0,0,0,0.21631296,0,0,0.4870448,0,0,0
1021,0.5390653,0,0,0,15.567346,2.465856,3.2814736,0,0.033594295,0,1.5571486,0,0,0.21487291,15.382356,0,0,1.7740605,0.31807935,0,7.608545,0,4.9414406,0,0,0,0,0,0.46028626,0.6677811,0.909574,0,4.03578,0.32892957,0,3.0281835,0,0,0,0.27883253,0,0,0,0.44116434,0,0.6368222,1.7773787,1.305571,0,0,4.8280945,0,1.4522007,0,0,0,2.03849,2.3187053
1022,0,1.354212,0,0,0,0,2.7506125,0,2.0683763,0,0,1.7580235,0,0,4.9263077,0,0,0.20413245,0,0,0,0,7.8029985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8289809,0,0,0.39957604,0,3.096846,0,0,0,0,0,1.338272,0,0,2.8111534,0,0.10685837,0,2.0128076,0,0
1023,2.3323467,2.0146773,0,0,0,0,0,0,0,14.865804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2325871,0,4.0929604,0,3.1857462,0,2.8863347,1.0167109,3.999196,2.2212322,0,0,0,0,0,0,0,0,0,0,0,0,0.7807313,1.1499554,0.114636555,0,0.075938426,0
1024,0,0,0.71547526,0,0,0,0,0,0,0,0,0,2.6710424,0,0,0,1.3298178,0,0,5.187787,0,0,5.0398846,14.95746,2.8579738,2.6321557,0,3.437595,4.5963755,3.2273016,0.2663356,0,0,0.36035645,0,1.5866948,1.773063,0,2.0529757,1.8908662,0,0.14570132,0,0,0,0,0,2.143701,0,5.551188,5.0173793,0,0.7937689,0,1.4564776,0,3.7127755,0.103707656
1025,0.16634215,0,0,0,6.4736357,4.6885104,0.093301035,0,0,0,0,2.7367198,0,0.76847905,0,0.8521067,0,0,0,0,0,0,0,0,1.1185828,0,1.3835734,0,0.18228307,0,0,0,0,5.0852165,0,0,0,0.96726716,1.7211318,0,0.49179482,1.3951544,0,0,0,0,0,0,0,2.4071138,0,0,0,0.86467046,0,0,0,1.0155842
1026,2.0486846,18.533394,0.871341,3.2787066,0,0,1.0157709,0,0.5220925,2.4433084,0,0,3.0360174,0.14619845,0,1.7555609,0,1.5606992,0.048432484,1.4007428,5.677762,1.1104951,7.9636693,12.572591,0,0.53433985,4.094878,0,0,3.0593297,0,0,0,0,4.8770323,0,0.6150362,1.5273569,3.758364,0,0.18634176,0,0,0.20855622,0,0,0,2.0557396,0,0,0,1.4102062,0,0,0,0,0,0.8701242
1027,0,0,0,17.806839,6.014281,0,0,0,0,2.672774,0,0,2.8716576,0,3.9360895,0,0,4.8915925,0,0.6155195,0,0,3.4220574,3.3404453,3.0106623,0.49307513,1.2403578,1.4060045,0.79944724,0.090024546,0,0.80721766,0,0,0,0,0,2.9623568,0,0.24135579,0,1.1571206,2.0507698,0,1.5138952,0,0.005954448,1.6771964,0,0,0,0,0.05144739,0.5620086,0.68225634,0,2.9570296,0
1028,5.4376574,0,0.1886753,0,0.17901874,0,1.0112187,0.38527608,0,3.444741,0.08555218,0,0,0,0,0,0.4753245,0,0,0.10380777,0,0,0,5.732896,0,0.22227953,0.321622,0.10463315,0.7907182,4.7644534,0,1.8519591,0,7.2855797,10.384943,0.2295881,0,0,0,1.4980223,0,0.804791,0,0,0,0,0.34600094,1.3824954,0,0,0,0,0,0.525261,1.0196007,0.25771523,0,0.8983765
1029,0,22.426458,1.4089843,18.595718,0,0,0,0,0,6.0453243,0,0,0.8178015,0,0,0.95704573,3.532407,1.4632536,0.49679357,0,3.3711648,0,1.3515196,0,1.1984588,0.46495005,1.2697184,1.1014342,1.1255612,1.5623391,0.97225803,0,0.036895104,0,0.50131,0,1.650883,0,3.2242718,0.99419355,0,0,0,0.8939771,0,0,0,0,0,0,0,0,1.6580304,0,0,0,1.2178549,0
1030,0,0,1.6503881,0,0,0,0,0.14523466,0,0,1.0604635,0.27203518,0,2.5359595,0,0.19148141,3.1204555,0.9961064,0,0,0,0,0,8.225072,0.7599603,0.2569668,6.544696,0,1.5634558,5.268534,0,0.013869762,0,0,0,2.6708157,0,1.2290465,0,0.09600237,0,0,0,0,0,0,1.6231225,0,3.662752,9.243929,1.7537028,0.9885764,4.122277,0.6664197,0,0,0,0.41023466
1031,0,0,0,0,0,0,0,0.052920558,0,0.038470004,0,0.5330428,0,0,0,0.36284238,0,0,0.80497164,0,0,0,0,0,0,1.347756,0,0,0,0,0,2.0271237,0,1.8682698,0.89688385,0,0.18988161,0,0,0,1.4037992,0,0,0.06485369,2.702667,1.6415172,0.41834435,0,0.08796002,0,0.64330107,1.3797116,0,0,1.6811895,0,2.9110513,0
1032,0,7.2119493,0,19.779316,0,0,5.1327076,0.55589765,1.763067,0,1.0248451,0,0,0,0,0,0,0,0,8.068171,0,0,0,1.4494941,0,0,1.4110646,2.1058884,0,0,0,0,0.5700111,5.3912435,1.5315003,0,0.47274402,1.9811232,1.6836958,0,0.2020763,0,1.3398353,0,0,0.7636555,0,0,1.2233987,0,0,0,0.3571988,0,0,2.2923198,0,0.62186766
1033,0,0,3.6778817,0,6.3457046,0,0,0,0,0,0,0,0.7189877,0,2.8010924,2.780816,0,0,0,1.2613635,0,0,0,11.187731,0,0.7797136,0,0.90782267,4.3410206,3.5951498,0,0,0,3.005411,0.053451873,0,0,0,0,3.2672594,0.4629928,3.4943006,0,0,0,0,0,1.3960533,0,0,0,0,0,0.10499319,0,0,0,1.9490857
1034,0,9.544812,2.446984,0.9787776,3.1964662,2.5506063,0,0.044976182,0,13.396072,0,0,5.5566,0,0,0,0,0,1.856667,2.708206,0,0,0,7.906888,0.58722603,0,0,0.31409833,1.3770686,0,0,0.31524184,4.238703,0,0,0,0.7659979,0,2.8696277,0.76135665,0,1.6463888,0,0,0,0,0,0.5532841,0,0,0,0,0.043125656,0.09890335,0,0,1.6440911,0.106759645
1035,0,0,6.282706,0,0,0,2.422927,0,0,0,0,0,0,0,0,1.7932597,0.66674906,0,0.6962388,0.48035073,0,0.40596482,0,0,2.011998,0.36558273,0,0,1.7046993,0,0,0.50395125,0,0,0,0,1.4485186,0,0.5109058,0,1.1957413,0,0,0,0,0,0,1.1963643,0,0,0,2.1052377,0.43051213,0.4906238,0,0,0,0.61408836
1036,0.1320963,0,0.4677009,0,0,0,0.17177714,0,0,0,0,0,0,0,0,0,0,3.6855083,0.6321085,0,2.1808534,3.3506615,5.5261583,2.993744,0,0,3.0111752,0,0,5.7981334,0.7462825,1.0206949,0,0,0.036104552,1.9538485,0,0,2.6078846,0.35726485,1.1069465,0,0.9519311,0,1.5034572,0,0,3.4724689,0,0,0,1.9332482,0.36111757,0.19347091,0.53818065,0.08661514,0,0
1037,0.53318137,0,0.2656121,0,0,0,0,0.67448825,1.528963,0,0,0,0,0,0,0,0,3.4942532,0.041563403,0.8711564,0,0,0,0.05086744,0,0,2.5072613,0,0,0.7462501,0,0,1.6300365,0.008635085,0,0,0,1.6778357,0.026898507,0,0,2.847218,0,0.24846764,3.9445097,0,1.6422373,0.2854286,0,4.9060903,0.63286674,0,0,1.0064498,0.578648,0,0.04305807,0
1038,4.8359,0,0,0,0.98810655,1.7068367,2.0251477,0,0,0,0,0,1.4045244,0,12.740862,0.8379338,0.64681494,0.62150705,1.726101,0,3.5710444,1.2698652,0,0,2.8267226,1.5596747,2.4928398,0,1.263659,5.4938884,1.5512375,0.5161781,1.6988167,0.87772393,3.7694123,1.8252122,0,0,0,0,0.06256538,0,7.487295,0,0,0,0,0,0,3.3921707,8.994878,0.28154477,1.6817913,0,0.36711466,0,2.6890597,0.9493965
1039,0,0,0,0,20.999624,9.817386,0,0,0,0,2.2505927,5.2012873,0,2.3270566,0,0,0,0,0,1.6434078,0,0,0,0,0,1.1267304,6.1386294,0,0,0,0,0,2.3667731,2.9828036,0,7.651489,0.5570236,0,0.5090112,0,0,0,0,1.4321868,9.544456,2.1736722,0.83935726,0,1.397199,0,5.247436,0.515721,0,0,0.033200555,2.6947286,2.0569832,0
1040,0.32070518,2.3194776,1.517029,0,0,0.5435385,0,0.04902407,0.26548636,0,0,1.2060053,0,0.4731148,0,0,0,7.220097,0,0,12.455057,0.28817412,12.129886,0.6811316,0,0,0,0,0,0,0,1.3202127,2.4838655,0,2.38791,4.8646283,0,0.60861593,0,0,0,0,5.0796847,0,0,0,0.7521284,0.9994453,3.4443324,0.81066716,0,0,0.7136186,0,0,0.34814453,5.888221,0.35976338
1041,2.0980504,6.326252,1.4497062,4.2569046,0,7.717206,3.9866185,0,0,2.3024054,0.084846966,0,0,0,0,0,0,1.9770948,0,0,0,2.861296,0,2.8593452,0,0,0,5.228553,1.5203161,0,0.06188166,0,2.384793,0,2.8676217,0,0,0.10542408,0.4733418,0,0,0,0,1.0434778,6.7123117,0.70733327,0,0,0,9.299452,13.615757,0,0,0,0.7106781,0,0,0.79611695
1042,0,0,0,0,5.8407707,0,0,0,0.34954262,0,0.85916257,3.8541636,0,5.8214245,18.83464,0,0,0,0.77068704,0,0,1.7859482,2.2516189,0,0.38983765,0,2.7282622,0,0,0,0,0,2.5024137,0,0,4.249246,0,1.1070008,0,0,0,0,8.522528,0,7.263987,3.1777604,0,0,2.4329417,5.136926,7.0826488,0,0,1.1523889,0,0,3.7711182,0
1043,0.20098977,0,0,0,0,0,4.833002,0,2.0551846,0.12348245,6.673675,0.10086094,0,0.2791452,23.132622,0,2.6867256,0,2.9974294,0,5.199678,0.29586777,0,0,0,0.30911797,3.8252525,0,0,0,0.76254773,0.51955307,4.4790273,0,0,7.76387,0,0,0,0,0.3705161,0.19367449,0,0,0,0,0,0.34198344,9.179155,5.0131664,0,0,0,0,0,2.090968,0,0
1044,0,19.105371,0,6.198264,0,0,0,0,0,0,0,4.979306,0,3.1456592,14.6102495,4.705368,0,1.4071554,0,0,2.701144,2.1881924,8.552532,5.2441244,0,1.3131034,0.5320029,0.73697406,0,0,0,3.0228076,2.7897627,0,0,0.21813254,0,0,0,0,0.39110196,0,10.754957,0,0.65548104,1.511122,0,0.45333555,0,0,7.466773,0,0,0,1.1307594,0.45008245,0,0
1045,0,0,0,5.64603,0,3.9204888,0,0.20884076,0.25094065,0,0.90466714,0,0,3.4204834,0,0,2.1651068,0,0,0,2.301078,0,16.620623,0,0,1.1199169,3.1332934,0.12357711,0,0,0,0.1712849,0,0,0,0,0,0,0,0,1.1652019,0,6.0599556,0,6.8780236,0,1.1083546,0,0,9.212955,0,0.6862239,0,1.1064551,0.43395635,2.1038113,0,0
