x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057,y0058,y0059,y0060,y0061
60,4.720706,0,0,0,1.4752117,0,2.3710501,0,1.2044152,1.2980598,2.2252345,1.5101117,0,0,0,0.43364283,0,2.0814729,0,0,2.830384,1.3741038,0.4620647,0,0,2.6488986,0,0,0,0,0.13589582,1.8644022,1.3253938,0,0,0,2.403356,0,0,0,2.201744,0.7349686,7.2708426,8.284145,0,0,0.19134212,0,0.8444885,3.043262,2.5582826,0,0,0,4.658807,0,0,0,0,0,0,0.1267959
61,0,0,0,0,0,6.6179175,0.20017414,0,0,0,0,0,1.6606729,3.3883665,0,0.2679084,0,3.7093349,0,0.42291135,4.9217405,0,0,0.48443285,1.0520416,0.09068411,0.861278,0.10074929,0,0,0,0.038924918,0,4.9896054,0,0,1.5860964,0,0,0,1.3239952,0.72312725,0,3.2389004,0,0,0,5.8615346,5.779009,0.8324378,0,0,0,0.8319094,0,1.1299841,4.2641025,0,0.9354488,0,0,0
62,1.6169144,0,2.2500014,0,3.7385757,0,0,3.1237476,0,0.9957066,0,0,2.1492603,2.3581686,0,0,0.2916026,0,0,1.7185088,0,0,0,8.275505,5.2353015,0,2.4999912,4.525768,0,10.5353365,0,0,0,5.8295474,3.4564419,0.26012662,0,2.7681422,3.7604063,0,0.4851762,0,1.1860334,0,1.5564678,2.697085,0,6.7580147,0,0,0,0.3579518,0,0,0,0.03778866,0.3777334,0,0,0,3.1488743,0
63,0,4.0021334,0,0,0.39480415,0,0,0,0,0,1.2795928,0,0.04830114,1.9246417,0,0,2.0016866,0,1.5516263,0,1.1198477,0,0,0,0.2687221,1.0099187,0,0,0,0,0,2.5227718,0.9569956,2.4229882,2.3590856,0,0,0,0.46786886,2.5340416,0,0,3.938083,0,1.1315916,6.368281,0,0,0,3.8530967,0,0,0,0,0,0,0,0,0,0,0.28202122,3.581441
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78287554,0.8876497,0,9.54289,0,4.798903,6.2518167,1.6292403,0,0,0,0,0,0,1.9842476,0,0,2.004494,0.2691068,0,0,0,2.5351932,0,0,0,0,0,0,3.320819,0,0,2.0851357,0,0,0,0,0,0,0,4.887127,0,3.773038,0,0,0,0,0
65,3.844643,0,4.969471,0,0,5.3806734,0,0,3.7243657,0.555209,0.32491088,0,0,0,3.891276,0.097722664,0,0,0.116472594,1.9895606,7.8807487,0,0.48742032,0,0,0.48152968,0,0,3.204699,0,0,0,0,0,0,0,0.24210197,0,0,0,0.4193202,1.0040175,5.729016,2.0081477,0,0,0,0,0,0,5.662408,0.6447954,0.35080257,0.7899057,0.94295454,0,3.0401964,4.1632605,0,0,0,0
66,0.32443482,0,0.01279535,0,0,0,0,0,0,2.4244509,0,1.3574327,0,1.2542825,0,0,0,0.3294774,0.12103603,0,0,0,3.456867,0,0,0,0,1.4232079,0,0,0.045068987,0,1.1922303,0,0.60996944,0,0,0,4.7986035,0,0.30978552,0.74871314,0,0,0,0,3.8992705,0,0,0,0.64158607,0.24472806,0.84316176,0,17.875744,0,0,0,1.3614178,3.333502,0,0
67,0.28351447,0,1.3053898,0,0.41842315,0,0,0,0,0,1.2803028,0,0,2.0214715,0,1.2142055,1.3988073,0,0.5413823,0,0,0,0,1.0644319,0,1.9450439,5.7127886,0.99060583,0,3.9446952,0,0,0.32172182,2.4219031,0.17680962,0.3559635,0,1.1286024,0,0,0,0,0,6.7200465,0,6.2587676,0,0,0,0,0.33671847,1.9655786,0.21172523,0,0,2.6086364,0,0,0.18803687,0,2.6213777,0
68,0.78888303,0,0,0,0,0,0,0,0.17725044,0,1.1974822,0,0.49352795,0,0.7699813,0.47360903,0,3.4306085,0.46173534,0.16687056,0,0,0,0,0,2.0567913,1.6422987,0.046172388,0.7048827,0,0,2.6819198,0,0,3.5257373,0,0.7829466,0.9757934,0,2.5588841,0,0,0,0,0,0,1.4592575,0,0.09688071,0,1.4979299,0,0,0,0,0.035296448,0,1.1681349,0,2.609747,0.47352353,4.6090074
69,1.9253737,4.8289127,0,7.0968843,2.4126422,0.6436299,0,0,0,1.477463,1.4729118,0,1.2975132,0,0,4.6493034,2.4177907,0,0.16511674,5.142104,2.590573,0,0,0,0,0,0,0.09702824,0,0,0,3.326631,2.1897075,0,1.4675784,1.0970159,0,0.026470542,0,0,0,0,0,10.253337,0,0,0,0,0,0,0,0,0,4.5212536,0,0.20856193,0,0,0,0,1.2032835,1.8386307
70,0.02668292,0,0,0,0,0,0,1.5167087,1.6141908,0,0,1.4684552,0.09110493,0,4.330629,0,0.6437821,0.2400903,0,0.37010488,0,0,3.610329,0,1.8257776,0.76556915,2.352332,1.7982272,0,6.269304,0,0.953244,0,0.96437484,0.28675127,0,0,0,0,0,0,1.6331123,2.3230345,0,2.4484048,2.907112,0,0.4175087,5.7960935,0.09432793,0,0,0,0,1.5943236,0.04237145,3.4324272,0,1.6707406,0,0,0
71,0.64248586,2.4242444,0,0,0,0,0,0,0.23162287,0,0,0,0,0,1.9059874,0.907429,0,0,1.4022526,2.6292048,0.33190066,0,0,0,0,0.40803194,0,0,0,0,0.5221845,2.8614113,2.48496,0,0,0.685646,0.48681083,0,0.56516147,1.5726957,0.6704363,0.67133784,0,0,0.5755286,0,0,5.6502705,0.19680858,0,0,0,1.3292022,0,10.374222,0,0,0.55765516,0.0455157,0,2.4234397,0
72,0.12625758,0,0,14.949469,0,0,0,0,0.8833958,0,0,1.8313482,0,0,0,0,1.520304,0,0,0,0,1.7922338,0.775793,0.3039856,0,0,0,0,0,0,0,0,0,0,0,0.21317983,0,1.6787968,0,0.35339394,0,0,2.3047402,0,0,5.241573,0,0,0,2.7342544,0,0,0,0,0.14518481,0,0,0,0,0,0,0
73,0,0.5916755,1.0790689,0,0,0,15.121908,0,0,0,0,0,0,0,0,0.15221325,1.5331801,0,0,0,1.5779781,1.4628047,0,0,0,0,0,0,0.9038089,0,1.5479813,3.8934853,0,0,0,0.6075726,0.42064658,0.2790188,0,0,0,0,0.1353693,0,3.546551,0,0,1.1148623,0,1.2855926,0,0,0.44871315,0,0,0.2589159,3.8985517,0,2.1358614,0,0.014399798,1.7610712
74,0,0,0,0,0,1.5526948,0,0,0,0,0,0,0,0.094295435,0,0,0.5591857,1.2428575,0,0,0.25420463,1.8746396,0,1.014741,1.5531062,0,0.40830496,0,0,0,0,0,0,0,1.3088049,0,0,1.2899384,0.89481544,0,0,1.8231786,0.0929821,3.7636452,0,0,1.5154413,0,0.9044766,0,0,0.09941911,0.7642593,0,0,0.39544934,0,0,0,0,0,0
75,0,0.7132092,0,0,0,3.787259,0,0,1.324897,0,1.7266262,0,0.31918958,0.14485967,0,0,0.6181794,0,0.65013134,0,0,0,3.6251738,0,1.0222498,0,2.2512257,0,0.9844156,2.092016,0,0,0.3678683,0,0.98941964,0,1.5393293,0,0,1.986132,2.033293,0.60780823,0,4.486449,0,0,0,0,1.9078642,3.8879592,2.8427205,0.36719814,0.35969213,0,2.02814,1.118178,0,1.7672718,0,0,0.10910034,0
76,2.8404078,3.1937215,1.8245044,0,0,0.36235115,0,0,0,0,0.025650436,0,0.051143557,0,0,0,0.9376481,0,0,0,0,0,0,0,0,2.1314058,0,0,1.325646,0,0,0,0,0,0,0,0,0,0,0,1.0752383,0,7.109203,0.99301827,0,0,1.5111161,0,0,0,0,0,0,0,5.5949445,0,0.85085505,1.733709,0,2.2004817,0,0
77,0,0,1.5292008,0,4.404172,0,0,0,0,0,0,0.7820202,2.9966228,4.857121,0,0,2.8110416,2.428787,3.3698008,0,0,0,0,6.643319,7.81338,0,0,1.592176,0,8.123853,1.0135077,0,4.131693,2.3930302,2.1352625,0,0,1.7084969,0,0.3377393,0,0,0,0,0.44236067,3.583155,0.3649073,2.5408382,0,1.9243249,0,0.796437,0.23300822,0.89155143,0,0.11242972,0,4.862498,0.41233927,0.20903555,0,0
78,0,3.747003,0.39117047,0,0,0,0,0.45477867,1.906673,1.643262,0,0.07956054,0,0,0,0,0,0,0,4.27368,0,0.45726016,0,0,0,0,2.1251426,0,0.41951656,0,0,3.9221308,0.46574005,5.898587,0,1.1536571,0,0,0.77495724,0,2.091765,0,0,2.304632,2.8587537,0,0,4.427699,0,0,0,0,0,1.260468,16.09523,0.37043846,0,0,0.28545687,0,1.9346554,0
79,0.565949,0,0.28636444,0,0,0,0,0,0,0,0.7415713,0.17819357,0.90715975,0,0.1507405,1.1465724,0.42936465,0.28111526,0,0,3.5116084,0,3.7224014,0,0,0,0.93513745,3.082184,0.4497477,0,0.19728184,0,0,1.473025,0,0.6076347,0,0,0.10868023,0,0,1.1231914,0,0,0,0,1.132182,0.4008227,1.589109,0,0.50014275,0,0,1.4753686,0,0,0,0.19720787,0,0,0.579475,3.1369634
80,2.0654402,2.0188763,0.16468927,16.767786,0,3.0764384,0,2.886815,0.3548282,0,0,0.2497985,0,1.3238046,0,1.852823,0.7312461,0,0.16765884,0,2.6450708,0.017933408,0,0,0,3.8758614,0,0,0.90009874,0,0,0.9292107,0,0,0,0,0,0,0,0,3.9001997,2.4272842,0,0,0,0,1.950075,0,0,0,0,0,0,0,0,1.5035017,4.3250775,0,0,0,0,0.10659362
81,0,2.8230948,0,0,0,0,0.3801751,0,0,0,0,1.7270728,0,0,2.7351878,0,0,2.9361026,0,10.938149,6.2534122,0,0,0,0,1.1359429,0,0,0,0,0,0,0,0,0,0,0.51325595,0,0,0,3.2441542,0,0,0.82204294,0,0,2.2686222,0,1.8866186,4.3688574,0,0.32929432,0,0,4.943852,0,2.5379314,0,1.1958236,0,0,0
82,2.1783464,0,0,0,0,0,2.8056002,0,4.7774887,1.1879661,0.61345893,0,0,0,1.3036759,0,0,0,0,0,1.2810118,0,5.5366282,0,0,1.3488635,0,0,4.873467,0,0,0,0,0,0,0,1.092619,0,0.8446711,0,5.390926,0,0.0823397,0,0,0,0,0,0,0,3.14571,0,0,0,3.8458679,0,0,0,0.9301702,0,0,0.07231803
83,0.7381002,0,0,0,0,0,0,3.1608937,0,0,0,0,0,0,2.834729,0.5155931,0.4812763,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2349232,1.2791915,0,3.591872,0,1.4593719,0,0,1.3169609,0,0.37336144,0.28635198,0,0.15751061,0,0,0,0,0,1.3890146,0,0,0.81871647,0,0,0,0,0,0.62668353,1.5734797,0.8566804,3.0885296
84,0.9909638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55258554,4.2200084,0,6.7736187,0.41521075,0,2.7441154,0.25526068,0,0,0,0.4658958,0,2.0140586,0,0,0.87100434,4.2089887,0,7.3565283,0,0,2.3764973,0,0,2.0351675,0,1.3240504,0,0.09625772,2.5775454,0,0,0,0,0,0,0.9306308,0
85,0,0,0,3.6712444,1.4366698,0,0,0,0,0.5603792,0,0,0,2.019789,1.5351473,0.7820173,0,0,0,0,0,0,0,1.301762,2.1028998,0,0,0.368441,0,6.4360948,0.99339753,0,2.5533333,0.2965417,0,0,0,0,0.8507448,0.3060849,0,0,0,0,1.5843389,0.20786588,0,7.197068,0,3.1825476,0,0.6871861,0,0,0,0,0,1.2680724,0,0.6114639,0.864529,6.7806334
86,1.1186483,8.079365,0.56430984,0.5814769,1.7777374,0.476254,1.0767636,0,0,3.4463499,0,0,1.1335471,0,0,0,0,0,1.1836357,0,0,0,1.0991908,1.0196353,0,0,3.7939956,0,0,0,0.1899031,0,0,0,0,0,3.0345824,2.2420564,0,1.0285425,0,0,0,0,1.8091674,1.687026,0,0.1538034,0,2.8649304,0,0.0863772,0.6811481,0,0,0,0,0,0,1.8214512,0,0
87,0,0,0,0,0,9.790715,0,1.0313843,0,0,0,0,0.41185707,0,0,1.4794166,0,0,0,6.331536,0,1.6068826,0,0.03189032,3.0321946,0.63734424,0,0.03618999,0,0,0,0.90485334,0.14008762,0,0,0,0,0.69457525,0,0,2.1113343,0,8.424774,0.5497576,0,0,0,0,2.467709,0,0,1.6373622,0,0,0,0,0,0,0.53693587,2.2065115,0,0
88,1.1627989,0,4.067468,0,0,0,0,0,0,0,0,0.13885981,0,1.6671805,0,0,0,0,0.31180057,3.1019764,0,1.2791771,0,0,1.3577766,0,0,0,1.2815562,1.6654416,0.06258159,3.440973,0.75318354,0,0,1.394872,0.28574115,0,0.33358365,0,0,0,0,0,2.492741,8.6674185,0,0,0,4.7420025,0,0,0.65044945,0.07523318,0,1.5416884,6.4458284,2.7878642,0.34383032,1.5446984,0,0
89,0,0,2.7688797,0,0,0,2.0309114,0,3.5541213,1.5448183,0,0,0.19933446,0.98798656,1.5081373,0,7.8083,0,0,0,0.14082356,0,0,0,0.4295808,2.4004254,0,0.6801855,0.27660704,0,0.07872523,0,0,0,0,0,1.7192473,1.0080869,0,0.9315816,0.3112441,1.933413,0,0,0,0,0.15609033,3.2112865,0,0,0,1.8274839,0,0,0,0.7612033,0,0.9198891,0.17121825,0,0,0
90,0,0,0,0,0,0,0,1.2196769,0,0,0,0,0.5554117,0,0,1.0259037,0.113877885,1.7108285,0,0,1.6483767,0,0,0,0,0.6683692,0,1.2278451,0,4.5847263,0,4.514914,0,0,1.1003723,0,0,0,0,0,0,0,0.06988142,4.1384745,0,0,1.2206625,0,0.716151,0,0,1.4123131,0.49253508,0,0,0.1204651,0.43968397,3.2777157,1.0173455,0,0,0
91,0,0,0,0.086520605,0,0,3.5828736,0,0,0.6204476,0,0,0,0,4.0818057,0,0.10009352,5.6156034,0,0,0,0,1.3818539,0,1.0897629,0,1.0130589,0.48272297,0.3403713,0,0,0,0,0,1.7895015,0,0,1.0230782,0,0,0,0,0,2.8953543,1.1746032,5.86212,0,2.1005404,0,0.10243491,0,0,0,0.98019844,0,0,0,0,0,0,0,0
92,0,3.543499,0,0,0,8.123189,0,1.7486103,0,0,0.3801255,0,0,0,0.08761225,0,0,0,0,0,0,1.6926024,0,3.343123,0,0,1.8986514,0.6336483,0,4.992199,0,0,0,0,0.23720144,0,0,0.3368376,6.797666,0.06833997,0,0,0,0,0.22572376,0,0.56668997,0,0,0.5337697,2.2634866,0.6202749,0.995538,0,1.913652,2.9166696,5.543652,1.4663484,0.6690509,0,0,0
93,0,1.745329,0,0,0,0,0,0,0,1.1343174,0,0,0,0,0,0,0,0,0,0.38494372,0,0,4.250808,0,5.9051375,2.1571,2.001099,0,0,0.63943756,0,3.8167636,0,0,0,0,0.001575315,0,4.465456,0,3.0463047,0,0,2.0127468,0.6602745,0,1.1149253,0.009796414,0.67377716,1.2320609,0,0.46872443,0.5174733,0,0,0,7.7491384,0.119786665,1.5181891,0.07312765,1.1176363,0
94,0,0,0.89191526,4.446952,0.82437617,0,0,0,1.98849,0,0.19478072,0,0.3276603,0,0,0.05385329,0,0,0,0.3709895,1.8953196,0.09676995,1.2372322,0,0,1.0149372,0.80362785,0,0,0,0.11413785,0,1.0664811,0.8347861,0,0.7747215,0,0,0,0,0,0,0,0,0.34184793,0,1.2867126,0,0,1.2900242,0,0,0,0,0,0,0,0.40523842,0,0,0,0
95,2.2240736,4.059124,3.7545328,0,2.3604832,2.7715883,0,0,0,0,0,0,0,1.7966661,2.1798394,0,0,0,0,0,0,1.6303463,0,0,0,0,0,0,0,0,0,1.6192634,0,7.53133,0,0.4200124,1.3817583,0,0,0,1.3168592,0,0,0,0.8049902,0,0,0.84270006,0,0,0,0,0,1.8155504,0,0,0,0,0.73172677,0.36720023,0.5679404,0
96,0,0,0,0,0,0,0,0.124854,0.8420647,0,0,1.6089069,0.21140163,0.17399633,0,3.9014676,0.6860785,0.21804681,1.0702348,0.35814872,0,3.3492033,0,2.8006065,1.9736899,0,3.2064137,0,0,0,0.40069008,1.0797485,0,0,0,0,0,2.6390371,0,0.7864545,0,0,0,3.033992,1.6663821,0,1.0791298,2.0421908,0.99138904,5.032202,0,0.8353706,0,0,0,0.70745367,7.3688283,0.000617713,0.0621402,4.642169,0,9.442875
97,2.0916104,0,0,7.9622507,0,0,0,0.88693625,0,4.3980165,1.3002807,0.30960244,0.4838364,0.021759337,0,0,0,3.3739316,0,0,0,0,3.989415,1.6278964,0,0,0.1026327,0,0.78158814,0,0,0,0,2.447938,0,0,0,0.07637778,0,0.5923342,0.49755773,0,2.7849946,0,0,0,0,0,3.6989043,0,2.6579278,0,0.16079663,0,11.12581,1.856255,0,0,0,0,0,0
98,0.34668735,1.425611,7.1427197,0,0,0,0.9303456,0.003705239,0,2.3333013,0,0,0,0,1.548398,0.5693325,0.35679,0,0.6590868,0,0,0,3.2005923,0,0,1.3154559,0,0,0.91274726,0,0.8009977,0,0.0568181,0,0,2.192831,0.21869269,0,0,0.8974851,0.9809118,1.3910977,0,6.7230587,0,0,2.1811824,0,4.0796814,0,4.076281,2.5025856,0,0,0,0,0,0.61424625,0,0,0,0
99,0.26726732,0,0,0,0,0,3.5975902,0.33100834,0,0,1.1062552,0.64451444,0,0,1.2757212,0.8335416,1.2033787,3.1143522,0,6.34972,4.867027,0,3.5191865,0,0,0,0,0.6067122,0,0,0,0.78764504,0,0,0,0,1.3359007,0,1.3865765,0.82457393,1.6666042,2.545711,2.6652758,0,0,0,0,0,0,0,0,0,0,0,6.147582,0,0,1.7453042,0,0,1.0943754,0
100,0.606189,0,0,0,0,7.2482257,1.1046762,0,0,0.45972046,1.1492915,0.22521758,0.7664833,0,0,0,0,0,0.3239521,1.1973214,0,0,0,0,0,0,0,0.034956694,0,0,0.12876168,0,0,0,0,0,1.7575707,0,0,0,1.5931523,0.26747745,0,0.7657552,0,0,0,4.052889,3.2668684,2.689803,8.001022,0.37927377,0.67584014,0,0,0,0,0,0,0.9189376,0,0
101,0,3.983788,0,0,0,3.9363604,2.411755,0,0.51107436,2.0978372,3.1878974,1.9860069,0,0,0,0,0,0,0.7386546,2.4896293,1.8355359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046358142,0,0.31939015,0,0.057229057,1.1959183,0,0,0,6.9585013,0,0,0,0,0,2.0867636,0,0,0.49474818,0,0,1.9616778,0,0,0,0,0.079010054,0
102,0,0,0.5057527,16.288893,0.3233082,2.913104,0,0,6.448436,0.78384274,1.5077982,0,0,0,0,0,0,3.894999,0,3.4664545,0,1.0777447,0,0,0,0,0,1.5922514,0.9730277,0,0,0,0,0,0,0,0,0,0,0,0,0.8005137,0,0,0,4.9991355,0,0,1.124366,3.2452276,0,0,1.3528634,0.98578715,0,0,0,0,0,0,0,0.9186833
103,0,0,1.270264,0,0.23922198,0.27744648,0,0,0,0,2.2049983,0,0.10554077,0,0.92056894,0.88565946,0,0,0,7.30982,0,0,4.5883307,0,0,0,0,0,2.3146768,9.770172,0.3543456,5.3620567,0.49271023,1.3611602,0,0,0,0,0.22423302,0,0.9468718,0,6.0624022,0,0,0,0,0,0,0,0,0.8823946,0,1.5680351,0,0,1.5421709,0,0,3.1661475,0,0.8949675
104,0,1.9566442,0,0,0.7725993,0,0,0,0,0,0,0,0,0,0.4219697,0,0,1.8198843,0,0,7.4719334,0,0,0,0,1.2787329,0,0,0,0,0.9780337,1.7002244,0,0,0,0.3775309,0.3569439,2.1411245,2.4561386,1.5384737,0.019698238,2.378668,5.5762415,3.5943565,0.05675245,2.2350209,0.17698137,0,0,0.26596725,0,0.62649155,0,0.9095207,0,0.79295397,1.9650896,0,0.18250859,0,0,0
105,1.5766332,0,2.10532,0,1.3549426,7.220228,0,0,0,0,0,0,0,0,3.2202132,0,0,0.3505348,0,3.2437055,0,0,0.63347805,0,0.14701885,1.0995032,0,0,0,0,0.46050748,0,0,0,0,0.91539574,0,0.83615124,0,0.12339786,0.16272418,1.2813518,0,0,0.23183717,0,0,0,0,0,0,0.64120173,0,0,3.711737,0.1967488,0,1.2071455,0,0,2.1748004,0
106,0.6432331,0,0,0,0,0,0,0,0,0,0,0,1.0912592,0,0,0,0,1.2225858,0.4185238,7.4428654,3.0345488,2.5756898,0,1.9697537,0,1.0334506,1.7072433,1.9927052,0.35881558,3.1423826,0,1.3264344,0.4693877,0,0.70099074,0,0,0,0,0,0,0.99154377,0,0,0.7521503,0,0,2.6872075,0,0.001697919,0,1.2989663,0,0.48317534,0,0.9557112,1.195969,0.278586,0,0,0,0
107,0,0,3.2607706,0,0,3.5082755,2.6598794,1.4777918,2.6389897,0,1.3496288,0,0,0,1.3073647,0.36158955,0,9.958806,0,0,0,0.1822198,0,0,1.4435802,0,1.5161618,0,0,2.1377187,0,0,0,2.8801363,0.6366609,0,0,0,0,0,0,0.98426336,3.1766768,0,0,2.3714273,0,7.269968,0,0,4.975123,0,0,0,8.97417,0,0,1.3211133,0,1.7887573,0,0.9906829
108,0,0,1.4929022,0,2.000419,0,2.3014627,1.8923534,0,0,0.22053272,0,4.656886,2.3114965,0,0,3.6101062,0,0,0.7512298,0,2.2091358,0,2.282546,9.429426,0,0,2.525804,0,10.85578,0.16129044,0,7.0200467,3.8965511,5.5560894,2.5205004,0,0,0.38623786,2.9945972,0,1.5820035,0,0,2.2389643,0,0,1.4144331,0,2.1825662,0,0,0,0,0,0,0,0,0.52226406,0,0,0
109,0,0.6580817,0,0,0,8.721449,0,0,5.7146697,0,0.8076427,0.30757666,0,0,0,0,4.7407126,0,0,0,6.990052,0,1.6542335,0.13276248,0,0,0,0,1.0917735,0,0,0,0,0,0,0,0,0.7238096,0,0,0,0,0,1.6867577,0,0,0,0,3.4739025,3.358186,0,0,2.2498999,0.23263557,0,0,2.981745,0.7894867,0,0.17046164,0,4.266422
110,0.40385503,6.69977,0,0,0.41184983,0,0,0,0,0,0,0,0.5263082,2.2686288,0,0,0,0,0,1.0287479,0,1.0388315,0,0.8198101,0,0,0.5985332,1.2370901,0,0,0,0.87598604,0.12032269,0,0.3267814,0,0.69890714,0,0,0,0,1.1266198,5.7809577,2.181484,0,0,2.3329911,0,0.4200379,0,0,0.39358106,0,0,7.8532224,0,0,0,0,0,0,0
111,0,0,0,0,0,4.089826,3.1283681,0.33895135,0,0.80515873,0,0,2.6780279,0,0,0.57109714,0,0,0,0.12906367,0,0.27517214,2.3378544,0,8.46594,0,6.769119,0,0,0,0,0,2.8449168,0.7005364,1.5811071,2.54041,0,0,3.86635,1.0265435,0,0.98921216,0,0,3.5648408,9.000045,0,0.30726758,0,0,0,0.18769738,0,0,0,0,1.3746686,0,0,3.31209,3.8241506,0
112,2.360276,0,0,0,0,0,0,2.6748407,0,0,1.7558228,1.9722625,0,0,2.4713578,0,3.6033015,2.9691064,0.027590957,3.4934528,2.555908,0,0,0,0,1.1294277,0,0.7971246,1.8313397,0,0,0,0,0,0.89809346,0,0.37855878,1.446747,0,0,0,0.03609069,0,0,0,0,0.4711412,0,1.6390147,0,0,0,0,0,1.148869,0,0,0.35666624,0.0343244,0,1.0552634,0
113,0,0,0,0,1.7539992,0,0,0,1.058629,0.33560738,0,0,0,0,1.0792474,2.1936529,0,1.096541,0.20640552,0,0,0.95195335,0,0,0,0.20301187,0,0,0,1.8842046,0.00108834,5.006728,0.86188847,0,0,0,0.44575787,0,0,1.2321076,0,0.8137603,0.40399462,0,0,0,0,0,2.955741,2.6881075,3.8015897,0,1.0685805,1.4839969,0,0.74312156,2.4930193,0,1.6494088,2.00241,0,4.8435955
114,0,0,1.4648314,5.6451735,0.9479466,0,6.708104,0,0,0.061973978,0,0.7036044,0,0.28543878,0,1.1034149,0,7.5712743,0,0,0.20625186,0,0,0,2.0636222,0,0,0,0,0,0,0,0.7192138,0,0,0.27998394,0,0,0,0.35527852,2.197652,0,2.989938,0,0,0,0,0.64834124,0,0,0,0,2.063448,1.3365672,10.430184,1.2497635,4.7309117,0.14160907,0,0,2.145352,0.6227782
115,0,0,1.4442343,0,0.82377017,6.142363,2.7186751,0,0,0,0,0,2.26754,1.590421,1.2055688,0,1.4112538,2.7710922,0.6666974,0,0,0,0,0.97844094,2.4818735,4.2457514,2.6965868,0,0.3901773,7.1594577,0,6.2193947,0,0,2.2802064,0.24943762,0,0,1.0739716,0,0,0,0,0,1.3120363,0,0,3.0210178,0,2.9975193,0,2.7453384,0,0,0,1.5353003,0,0,0.61079544,0,0,0
116,0,4.614162,0,2.9489226,0,1.5756367,3.1272328,0,0.79168075,0,0.11871133,1.5284313,0.4207398,0,0.6305263,1.1967671,1.8317248,0,0,0,0,0.41259795,0,0,0,1.0324701,0,1.4057848,1.4424409,0.100374885,0.6387153,0,0,0,0,1.9021759,0,2.2112904,2.5421412,0,0,0.85217535,0,0,0.28244427,0,0,1.464882,1.5052603,0.18795818,5.8164926,1.8031006,0.74035555,0,0,0,1.4826174,0,0,0,0,0
117,0.15237077,0,0,0,0.34794655,0,1.1217318,0,1.5854379,0,0.7244768,0.1503579,0.42852312,0,0,1.8888345,1.3751217,0,0.08471199,0,0,0.969937,0,1.4548572,0.65110207,1.3268503,3.7791646,2.2817342,0,6.0489917,1.6295763,3.066289,0.5683417,0,0,0,0.73945445,0,0.64044225,0,0,0,0.46565327,0.28091738,0,0.28902972,0.053372096,4.9994607,0,0,0,1.1265562,0,0,0,0.5616951,0,0,0.94008034,0.48867524,0,0.2668163
118,0,0,0,1.6518849,0,0,0,0,0,0,0,0.32726923,0,0,0,0.5773491,1.9079297,0,0.022830756,0,0,1.9076822,0.93974006,0,0,0,0,0,5.1941414,0,0,0,0,0.9928883,0.19565564,1.8127007,0.4742825,0,0,0,0,0,0,0,0,0,2.541583,2.2511203,0.20009048,5.0591855,6.864432,1.4095827,0.65632564,0,0,1.5366821,0,0.10806782,0,0,0.16408208,2.7036457
119,0,0.28619608,0,0,0,0.4563557,0,0,0,1.2161025,0,0,0,0,0,2.4050307,0,0.10039456,0,0,0,0,0,0,0,5.114599,0,0.5284968,0,0,0,0,0,5.5534015,0,0,0.037056077,0.8250151,0.52841586,0,0,1.1770469,0,0,0.58749694,0,2.4123468,0,0,1.1143109,0.41497722,0,0,0,0,0,0,0,0,0,0,0
120,0,1.6590426,0,5.4605865,0,0,3.016611,2.0712624,0,0,0,0,0.9244671,4.7763124,0,0,0,0,0,0,0,0,0,8.709324,18.470205,0,0,2.908418,0,6.8371058,0,0,0.83582777,0,0.5151116,0,1.0012848,0,8.305309,1.4781204,0.4615963,0.053462252,4.7624035,5.5750313,0,1.1343735,0.024359712,0,0,0,2.2696805,0.81873065,0,0,9.482791,0,4.59396,0.5980225,0,0,0,0
121,0,0,0,0.3387405,2.137895,0,0,0.7955732,0,0,3.42485,0,0,0,0,0,0,4.648192,0,0,0,0,0,3.1985373,1.6203268,0,4.2373,0,0.38148463,3.3894687,0.23680611,0,1.6572058,0.1134648,0,1.3600334,0.027308868,0,0,1.7453909,0.089467734,0,0,2.4958916,3.7608407,0.14066246,1.0103261,0,0,2.8977811,0,0,1.1698632,0,0,0.15501681,0,0.67698497,0,0.2923758,3.161698,0
122,0,0,0.1974394,3.4052856,0.17648101,11.205054,0,0,0,0.016755408,0,0,0,0.89636225,0.19253668,0,6.2511854,0,1.4889776,0,4.120486,2.181008,0,0,0,0.005856031,3.7568247,0,2.232978,0,0,2.9497914,0,11.198554,0,0.4988119,0,0,0.9822765,1.103546,0,0,0,0,0,9.280463,4.1366215,6.5984797,0,0.67427737,0,1.134489,0.87871104,0,0,2.6374593,6.6912055,0.8086839,0,1.1577572,1.5045263,2.797618
